"characterCount","wordCount","syllableCount","sentenceCount","sectionCount","subsectionCount","paragraphCount","meanSectionSize","meanParagraphSize","largestSectionSize","shortestSectionSize","largestShortestSectionRatio","sectionSizeStandardDeviation","meanOfSubsectionsPerSection","abstractSize","abstractSizeArtcileLengthRatio","citationCount","citationCountPerSentence","citationCountPerSection","externalLinksCount","externalLinksPerSentence","externalLinksPerSection","imageCount","imagePerSentence","imagePerSection","meanSentenceSize","largestSentenceSize","shortestSentenceSize","largeSentenceRate","shortSentenceRate","questionCount","questionRatio","exclamationCount","exclamationRatio","toBeVerbCount","toBeVerbRatio","toBeVerbPerSentence","toBeVerbRate","modalAuxiliaryVerbCount","modalAuxiliaryVerbsRatio","modalAuxiliaryVerbsPerSentence","modalAuxiliaryVerbsRate","passiveVoiceCount","passiveVoiceRatio","passiveVoicePerSentence","passiveVoiceRate","numberOfSentencesThatStartWithACoordinatingConjunction","numberOfSentencesThatStartWithADeterminer","numberOfSentencesThatStartWithASubordinatingPrepositionOrConjunction","numberOfSentencesThatStartWithAnAdjective","numberOfSentencesThatStartWithANoun","numberOfSentencesThatStartWithAPronoun","numberOfSentencesThatStartWithAnAdverb","numberOfSentencesThatStartWithAnArticle","numberOfSentencesThatStartWithACoordinatingConjunctionRatio","numberOfSentencesThatStartWithADeterminerRatio","numberOfSentencesThatStartWithASubordinatingPrepositionOrConjunctionRatio","numberOfSentencesThatStartWithAnAdjectiveRatio","numberOfSentencesThatStartWithANounRatio","numberOfSentencesThatStartWithAPronounRatio","numberOfSentencesThatStartWithAnAdverbRatio","numberOfSentencesThatStartWithAnArticleRatio","automatedReadabilityIndex","colemanLiauIndex","fleshReadingEase","fleschKincaidGradeLevel","gunningFogIndex","lasbarhetsIndex","smogGrading","daleChallReadabilityFormula","differentWordCount","differentWordsPerSentence","differentWordsRate","nounCount","nounsPerSentence","nounsRate","differentNounCount","differentNounsPerSentence","differentNounsRate","differentNounsDifferentWordsRatio","verbCount","verbsPerSentence","verbsRate","differentVerbCount","differentVerbsPerSentence","differentVerbsRate","differentVerbsDifferentWordsRatio","pronounCount","pronounsPerSentence","pronounsRate","differentPronounCount","differentPronounsPerSentence","differentPronounsRate","differentPronounsDifferentWordsRatio","adjectiveCount","adjectivesPerSentence","adjectivesRate","differentAdjectiveCount","differentAdjectivesPerSentence","differentAdjectivesRate","differentAdjectivesDifferentWordsRatio","adverbCount","adverbsPerSentence","adverbsRate","differentAdverbCount","differentAdverbsPerSentence","differentAdverbsRate","differentAdverbsDifferentWordsRatio","coordinatingConjunctionCount","coordinatingConjunctionsPerSentence","coordinatingConjunctionsRate","differentCoordinatingConjunctionCount","differentCoordinatingConjunctionsPerSentence","differentCoordinatingConjunctionsRate","differentCoordinatingConjunctionsDifferentWordsRatio","subordinatingPrepositionAndConjunctionCount","subordinatingPrepositionsAndConjunctionsPerSentence","subordinatingPrepositionsAndConjunctionsRate","differentSubordinatingPrepositionAndConjunctionCount","differentSubordinatingPrepositionsAndConjunctionsPerSentence","differentSubordinatingPrepositionsAndConjunctionsRate","differentSubordinatingPrepositionsAndConjunctionsDifferentWordsRatio","syllablesPerWord","charactersPerWord","he_","ing","ng_","_th","the","_of","of_","in_","_in","ion","on_","ed_","_an","and","nd_","er_","_to","to_","as_","DT,NNP,NNP","NNP,NNP,NNP","DT,NN,IN","NN,IN,DT","IN,DT,NNP","NNP,NNP,IN","NNP,IN,NNP","NNP,IN,DT","IN,DT,NN","DT,NN,VBD","NNS,IN,DT","NNP,NNP,VBD","JJ,NN,IN","IN,DT,JJ","DT,JJ,NN","NN,IN,NNP","IN,NNP,NNP","VBD,DT,NN","VBD,VBN,IN","VBN,IN,DT","NN,IN,NN","IN,NN,IN","JJ,NNS,IN","NN,CC,NN","IN,JJ,NNS","IN,DT,NNS","TO,VB,DT","DT,NN,NN","NNP,NNP,CC","IN,JJ,NN","NNP,CC,NNP","NNP,POS,NN","NN,IN,JJ","qualityClass"
9879,1940,3220,61,3,1,13,3293,149.23076923076923,4434,1111,3.990999099909991,1890.3288073771716,0.3333333333333333,1111,0.11246077538212369,71,1.1639344262295082,23.666666666666668,4,0.06557377049180328,1.3333333333333333,1,0.01639344262295082,0.3333333333333333,31.80327868852459,143,4,0.21311475409836064,0.4918032786885246,1,0.01639344262295082,0,0,64,0.39263803680981596,1.0491803278688525,0.032989690721649485,7,0.04294478527607362,0.11475409836065574,0.0036082474226804126,22,0.13496932515337423,0.36065573770491804,0.01134020618556701,1,9,7,1,26,12,1,8,0.01639344262295082,0.14754098360655737,0.11475409836065574,0.01639344262295082,0.4262295081967213,0.19672131147540983,0.01639344262295082,0.13114754098360656,18.456221818489098,13.211814432989687,34.13611543011663,16.39884569883387,19.2986310630387,59.279143536875495,16.193075576709123,11.73342200439412,769,12.60655737704918,0.39639175257731957,668,10.950819672131148,0.3443298969072165,356,5.836065573770492,0.18350515463917524,0.46293888166449937,163,2.6721311475409837,0.08402061855670104,122,2,0.06288659793814433,0.15864759427828348,81,1.3278688524590163,0.041752577319587626,10,0.16393442622950818,0.005154639175257732,0.013003901170351105,147,2.4098360655737703,0.07577319587628865,100,1.639344262295082,0.05154639175257732,0.13003901170351106,88,1.4426229508196722,0.04536082474226804,53,0.8688524590163934,0.02731958762886598,0.06892067620286085,76,1.2459016393442623,1.2459016393442623,4,0.06557377049180328,0.002061855670103093,0.005201560468140442,272,4.459016393442623,0.1402061855670103,35,0.5737704918032787,0.01804123711340206,0.045513654096228866,1.6597938144329898,5.092268041237113,116,43,48,144,118,69,65,52,67,48,30,83,83,79,84,132,45,47,53,5,22,27,28,14,7,7,10,30,6,7,13,23,20,27,15,16,8,10,7,10,11,6,5,7,5,1,4,10,4,4,20,8,1
26375,5316,8916,244,6,13,51,4395.833333333333,104.23529411764706,18888,618,30.563106796116504,7263.022908312121,2.1666666666666665,690,0.026161137440758295,185,0.7581967213114754,30.833333333333332,42,0.1721311475409836,7,7,0.028688524590163935,1.1666666666666667,21.78688524590164,72,4,0.1557377049180328,0.2786885245901639,0,0,0,0,208,0.45916114790286977,0.8524590163934426,0.03912716328066215,20,0.04415011037527594,0.08196721311475409,0.003762227238525207,105,0.23178807947019867,0.430327868852459,0.019751693002257337,1,61,62,6,57,26,18,54,0.004098360655737705,0.25,0.2540983606557377,0.02459016393442623,0.2336065573770492,0.10655737704918032,0.07377049180327869,0.22131147540983606,12.831811697442923,12.014635063957865,42.83011508714799,12.69785590052918,15.50933649113718,49.03142066555013,14.11900397525137,10.951743879904772,1700,6.967213114754099,0.3197893152746426,1836,7.524590163934426,0.345372460496614,827,3.389344262295082,0.1555680963130173,0.4864705882352941,453,1.8565573770491803,0.08521444695259593,309,1.2663934426229508,0.05812641083521445,0.18176470588235294,215,0.8811475409836066,0.040443942814145976,16,0.06557377049180328,0.0030097817908201654,0.009411764705882352,316,1.2950819672131149,0.059443190368698266,194,0.7950819672131147,0.036493604213694505,0.11411764705882353,155,0.6352459016393442,0.029157261098570354,89,0.36475409836065575,0.01674191121143717,0.05235294117647059,172,0.7049180327868853,0.7049180327868853,6,0.02459016393442623,0.001128668171557562,0.0035294117647058825,749,3.069672131147541,0.140895410082769,58,0.23770491803278687,0.0109104589917231,0.03411764705882353,1.6772009029345372,4.961437170805117,424,163,159,471,427,223,209,114,135,120,129,321,195,181,168,148,155,155,152,50,53,142,110,44,27,21,21,142,37,27,47,47,52,65,73,39,54,40,35,32,26,18,13,14,18,32,23,15,13,19,54,11,1
12698,2609,4173,99,6,0,19,2116.3333333333335,137.31578947368422,6183,26,237.80769230769232,2274.4445182652107,0,100,0.007875255945818239,71,0.7171717171717171,11.833333333333334,11,0.1111111111111111,1.8333333333333333,2,0.020202020202020204,0.3333333333333333,26.353535353535353,84,5,0.16161616161616163,0.37373737373737376,0,0,0,0,97,0.3975409836065574,0.9797979797979798,0.03717899578382522,21,0.0860655737704918,0.21212121212121213,0.008049060942889995,37,0.15163934426229508,0.37373737373737376,0.014181678804139517,0,17,18,1,34,21,6,14,0,0.1717171717171717,0.18181818181818182,0.010101010101010102,0.3434343434343434,0.21212121212121213,0.06060606060606061,0.1414141414141414,14.670332260899528,11.694764277500958,44.771558319879546,13.56154685993705,16.689363547316788,51.02879549673453,14.626496925417772,10.608426461239455,886,8.94949494949495,0.3395937140666922,810,8.181818181818182,0.310463779225757,378,3.8181818181818183,0.14488309697201993,0.42663656884875845,244,2.4646464646464645,0.0935224223840552,166,1.6767676767676767,0.06362591031046377,0.1873589164785553,195,1.9696969696969697,0.07474128018397853,14,0.1414141414141414,0.005366040628593331,0.01580135440180587,151,1.5252525252525253,0.05787658106554235,103,1.0404040404040404,0.03947872748179379,0.1162528216704289,104,1.0505050505050506,0.039862016098121886,56,0.5656565656565656,0.021464162514373324,0.06320541760722348,90,0.9090909090909091,0.9090909090909091,5,0.050505050505050504,0.0019164430816404753,0.0056433408577878106,394,3.9797979797979797,0.15101571483326945,49,0.494949494949495,0.018781142200076657,0.055304740406320545,1.5994633959371407,4.866998850134151,188,91,80,216,191,109,105,49,65,25,56,135,94,109,95,73,77,73,88,14,11,46,36,31,15,34,10,49,17,5,14,18,20,34,26,28,15,18,20,5,5,9,6,5,7,10,9,11,4,8,20,5,1
7992,1546,2721,83,3,0,20,2664,77.3,6088,691,8.81041968162084,2976.7352922287196,0,691,0.08646146146146146,79,0.9518072289156626,26.333333333333332,71,0.8554216867469879,23.666666666666668,2,0.024096385542168676,0.6666666666666666,18.626506024096386,40,2,0.0963855421686747,0.20481927710843373,0,0,0,0,40,0.27586206896551724,0.4819277108433735,0.0258732212160414,14,0.09655172413793103,0.1686746987951807,0.009055627425614488,27,0.18620689655172415,0.3253012048192771,0.017464424320827943,0,26,6,5,33,8,2,24,0,0.3132530120481928,0.07228915662650602,0.060240963855421686,0.39759036144578314,0.0963855421686747,0.024096385542168676,0.2891566265060241,12.231454823173678,13.007347994825356,39.03090751102732,12.44264265340794,16.99782103835783,50.68160537177355,15.174440262864838,11.291040934241494,660,7.951807228915663,0.4269081500646831,565,6.807228915662651,0.3654592496765847,331,3.9879518072289155,0.21410090556274256,0.5015151515151515,145,1.7469879518072289,0.09379042690815007,125,1.5060240963855422,0.08085381630012936,0.1893939393939394,43,0.5180722891566265,0.0278137128072445,12,0.14457831325301204,0.007761966364812419,0.01818181818181818,95,1.144578313253012,0.06144890038809832,67,0.8072289156626506,0.04333764553686934,0.10151515151515152,41,0.4939759036144578,0.02652005174644243,27,0.3253012048192771,0.017464424320827943,0.04090909090909091,47,0.5662650602409639,0.5662650602409639,2,0.024096385542168676,0.00129366106080207,0.0030303030303030303,200,2.4096385542168677,0.129366106080207,32,0.3855421686746988,0.02069857697283312,0.048484848484848485,1.760025873221216,5.169469598965071,138,49,37,150,130,55,52,20,39,56,32,109,58,53,52,28,43,51,49,3,26,37,26,4,3,10,0,47,13,17,15,8,11,23,15,14,12,14,13,8,3,6,2,5,13,8,13,3,5,5,2,4,1
49094,9202,16401,345,11,12,76,4463.090909090909,121.07894736842105,9459,269,35.1635687732342,3156.3979931100403,1.0909090909090908,1958,0.03988267405385587,204,0.591304347826087,18.545454545454547,36,0.10434782608695652,3.272727272727273,27,0.0782608695652174,2.4545454545454546,26.672463768115943,135,4,0.18840579710144928,0.3855072463768116,0,0,0,0,243,0.3111395646606914,0.7043478260869566,0.026407302760269508,53,0.0678617157490397,0.1536231884057971,0.005759617474462074,79,0.10115236875800256,0.2289855072463768,0.00858509019778309,0,43,93,10,108,46,23,25,0,0.1246376811594203,0.26956521739130435,0.028985507246376812,0.3130434782608696,0.13333333333333333,0.06666666666666667,0.07246376811594203,17.034762638241844,14.460891110628122,28.977337343173673,15.843754023227465,19.70180445964803,58.881310280841234,17.149427546877753,11.594960614548192,2466,7.147826086956521,0.2679852206042165,2905,8.420289855072463,0.31569224081721364,1134,3.2869565217391306,0.12323407954792437,0.45985401459854014,781,2.263768115942029,0.08487285372745056,427,1.23768115942029,0.04640295587915671,0.17315490673154907,677,1.96231884057971,0.07357096283416649,24,0.06956521739130435,0.002608128667680939,0.009732360097323601,803,2.327536231884058,0.08726363833949141,368,1.0666666666666667,0.039991306237774395,0.1492295214922952,342,0.991304347826087,0.03716583351445338,137,0.39710144927536234,0.01488806781134536,0.05555555555555555,387,1.1217391304347826,1.1217391304347826,6,0.017391304347826087,0.0006520321669202348,0.0024330900243309003,1287,3.7304347826086954,0.13986089980439034,70,0.2028985507246377,0.007607041947402739,0.028386050283860504,1.7823299282764615,5.335144533797001,651,277,232,806,711,386,381,202,285,252,241,535,384,399,396,180,272,262,223,39,60,187,119,57,38,56,33,159,21,37,39,91,94,127,70,61,47,31,35,78,28,57,25,33,40,32,17,30,41,52,47,34,1
11576,2362,3866,111,4,6,25,2894,94.48,3961,1580,2.5069620253164557,1084.1515884167982,1.5,1580,0.13648928818244643,55,0.4954954954954955,13.75,29,0.26126126126126126,7.25,2,0.018018018018018018,0.5,21.27927927927928,80,2,0.15315315315315314,0.2972972972972973,0,0,0,0,72,0.31718061674008813,0.6486486486486487,0.03048264182895851,10,0.04405286343612335,0.09009009009009009,0.004233700254022015,25,0.11013215859030837,0.22522522522522523,0.010584250635055038,0,35,10,3,43,18,1,34,0,0.3153153153153153,0.09009009009009009,0.02702702702702703,0.38738738738738737,0.16216216216216217,0.009009009009009009,0.3063063063063063,12.293026599842854,11.626452159187128,46.76760689139607,12.022551433736869,15.184023312050408,47.199041808694645,13.892055813243768,10.98923421668917,893,8.045045045045045,0.378069432684166,811,7.306306306306307,0.34335309060118546,403,3.630630630630631,0.17061812023708722,0.45128779395296753,227,2.045045045045045,0.09610499576629974,160,1.4414414414414414,0.06773920406435224,0.1791713325867861,160,1.4414414414414414,0.06773920406435224,19,0.17117117117117117,0.008044030482641828,0.02127659574468085,173,1.5585585585585586,0.07324301439458086,120,1.0810810810810811,0.05080440304826418,0.1343784994400896,70,0.6306306306306306,0.029635901778154106,43,0.38738738738738737,0.018204911092294666,0.048152295632698766,74,0.6666666666666666,0.6666666666666666,3,0.02702702702702703,0.0012701100762066045,0.0033594624860022394,282,2.5405405405405403,0.11939034716342083,36,0.32432432432432434,0.015241320914479255,0.040313549832026875,1.636748518204911,4.900931414055885,222,86,73,205,196,67,62,55,66,46,58,101,75,72,77,77,84,72,65,17,14,26,32,27,19,9,16,54,15,14,16,16,19,30,11,17,11,16,6,13,10,4,5,3,5,11,13,6,8,13,16,4,1
11606,2344,3859,91,6,0,23,1934.3333333333333,101.91304347826087,3283,17,193.11764705882354,1235.7491115378828,0,1195,0.10296398414613131,55,0.6043956043956044,9.166666666666666,10,0.10989010989010989,1.6666666666666667,6,0.06593406593406594,1,25.75824175824176,95,5,0.1978021978021978,0.3626373626373626,0,0,0,0,82,0.41624365482233505,0.9010989010989011,0.03498293515358362,15,0.07614213197969544,0.16483516483516483,0.0063993174061433445,44,0.2233502538071066,0.4835164835164835,0.01877133105802048,0,33,15,3,27,7,1,22,0,0.3626373626373626,0.16483516483516483,0.03296703296703297,0.2967032967032967,0.07692307692307693,0.01098901098901099,0.24175824175824176,14.770050913250572,12.164880546075086,41.41077710685221,13.882420770355925,17.2316243483479,51.28884107434338,15.195765016291148,11.145230804860669,852,9.362637362637363,0.363481228668942,752,8.263736263736265,0.32081911262798635,367,4.032967032967033,0.15656996587030717,0.4307511737089202,197,2.1648351648351647,0.0840443686006826,145,1.5934065934065933,0.06186006825938566,0.17018779342723006,83,0.9120879120879121,0.035409556313993173,16,0.17582417582417584,0.006825938566552901,0.018779342723004695,163,1.7912087912087913,0.06953924914675767,105,1.1538461538461537,0.04479522184300341,0.12323943661971831,78,0.8571428571428571,0.033276450511945395,41,0.45054945054945056,0.01749146757679181,0.04812206572769953,60,0.6593406593406593,0.6593406593406593,5,0.054945054945054944,0.0021331058020477816,0.005868544600938967,345,3.791208791208791,0.14718430034129693,37,0.4065934065934066,0.015784982935153583,0.04342723004694836,1.6463310580204777,4.951365187713311,220,67,58,261,221,86,84,70,77,59,72,118,60,56,53,62,59,57,54,18,45,42,49,23,12,7,10,55,14,14,18,19,26,36,10,18,12,20,17,7,9,10,3,11,17,9,9,3,3,5,8,9,1
12255,2324,4256,98,5,0,22,2451,105.63636363636364,8752,109,80.29357798165138,3558.291373679227,0,841,0.068625050999592,43,0.4387755102040816,8.6,16,0.16326530612244897,3.2,7,0.07142857142857142,1.4,23.714285714285715,69,2,0.21428571428571427,0.3469387755102041,0,0,0,0,62,0.36257309941520466,0.6326530612244898,0.02667814113597246,6,0.03508771929824561,0.061224489795918366,0.0025817555938037868,16,0.0935672514619883,0.16326530612244897,0.0068846815834767644,0,12,27,2,25,14,8,8,0,0.12244897959183673,0.2755102040816326,0.02040816326530612,0.25510204081632654,0.14285714285714285,0.08163265306122448,0.08163265306122448,15.264083476764199,13.95843373493976,27.834879518072313,15.268209982788296,20.019277108433737,56.648341264216526,17.405135163868152,11.797289672977625,872,8.89795918367347,0.37521514629948366,760,7.755102040816326,0.3270223752151463,397,4.051020408163265,0.17082616179001722,0.4552752293577982,171,1.7448979591836735,0.07358003442340792,141,1.4387755102040816,0.060671256454388985,0.16169724770642202,107,1.0918367346938775,0.04604130808950086,12,0.12244897959183673,0.0051635111876075735,0.013761467889908258,226,2.306122448979592,0.0972461273666093,120,1.2244897959183674,0.05163511187607573,0.13761467889908258,100,1.0204081632653061,0.043029259896729774,61,0.6224489795918368,0.026247848537005163,0.06995412844036697,129,1.316326530612245,1.316326530612245,4,0.04081632653061224,0.0017211703958691911,0.0045871559633027525,296,3.020408163265306,0.12736660929432014,40,0.40816326530612246,0.01721170395869191,0.045871559633027525,1.8313253012048192,5.273235800344234,138,63,60,166,164,89,82,68,85,46,30,119,119,126,115,40,66,65,37,7,20,42,33,11,4,8,7,33,7,11,12,24,21,34,15,11,12,7,11,13,8,16,5,9,11,2,3,7,11,20,8,9,1
14942,3016,4982,111,5,4,22,2988.4,137.0909090909091,9399,455,20.65714285714286,3692.5990575744886,0.8,455,0.03045107749966537,77,0.6936936936936937,15.4,20,0.18018018018018017,4,15,0.13513513513513514,3,27.17117117117117,66,2,0.22522522522522523,0.36936936936936937,0,0,0,0,102,0.4811320754716981,0.918918918918919,0.033819628647214856,19,0.08962264150943396,0.17117117117117117,0.0062997347480106105,46,0.2169811320754717,0.4144144144144144,0.015251989389920425,0,23,27,1,21,17,18,14,0,0.2072072072072072,0.24324324324324326,0.009009009009009009,0.1891891891891892,0.15315315315315314,0.16216216216216217,0.12612612612612611,15.490074975506012,12.241564986737401,39.50917903314459,14.498666571080363,17.910908786770857,54.8560271146478,15.62394022155394,11.643633060912371,1115,10.045045045045045,0.3696949602122016,1010,9.0990990990991,0.3348806366047745,542,4.882882882882883,0.1797082228116711,0.4860986547085202,212,1.90990990990991,0.07029177718832891,172,1.5495495495495495,0.05702917771883289,0.15426008968609867,160,1.4414414414414414,0.05305039787798409,16,0.14414414414414414,0.005305039787798408,0.014349775784753363,220,1.981981981981982,0.07294429708222812,153,1.3783783783783783,0.05072944297082228,0.13721973094170403,134,1.2072072072072073,0.04442970822281167,67,0.6036036036036037,0.022214854111405835,0.060089686098654706,91,0.8198198198198198,0.8198198198198198,3,0.02702702702702703,0.0009946949602122016,0.0026905829596412557,451,4.063063063063063,0.14953580901856764,44,0.3963963963963964,0.014588859416445624,0.039461883408071746,1.6518567639257293,4.954244031830239,208,88,68,216,196,151,145,89,102,60,61,142,115,104,94,69,100,92,91,27,53,52,51,34,17,24,16,58,5,13,11,29,37,42,39,35,10,16,11,6,10,11,8,7,6,7,5,17,6,13,22,9,1
58163,11751,19410,349,6,0,99,9693.833333333334,118.6969696969697,40780,192,212.39583333333334,15420.517358376794,0,2488,0.0427763354710039,270,0.7736389684813754,45,66,0.18911174785100288,11,3,0.008595988538681949,0.5,33.67048710601719,108,2,0.24355300859598855,0.4699140401146132,2,0.0057306590257879654,1,0.0028653295128939827,303,0.3396860986547085,0.8681948424068768,0.025785039571100333,39,0.043721973094170405,0.11174785100286533,0.0033188664794485574,148,0.16591928251121077,0.42406876790830944,0.012594672793804782,1,87,81,7,86,61,16,75,0.0028653295128939827,0.2492836676217765,0.23209169054441262,0.02005730659025788,0.24641833810888253,0.17478510028653296,0.045845272206303724,0.2148997134670487,18.71795991757331,12.424665134882137,32.919348362475546,17.032426912883597,20.33399349784046,55.23943361008239,16.862724579746644,11.831638281129035,2931,8.398280802292264,0.2494255808016339,4165,11.934097421203438,0.3544379201770062,1565,4.484240687679083,0.13318015488043572,0.5339474582053907,892,2.555873925501433,0.07590843332482342,419,1.2005730659025788,0.035656539868947325,0.14295462299556466,630,1.8051575931232091,0.05361245851416901,23,0.0659025787965616,0.001957280231469662,0.007847151142954622,893,2.5587392550143266,0.0759935324653221,405,1.160458452722063,0.03446515190196579,0.13817809621289662,305,0.8739255014326648,0.025955237852097694,133,0.38108882521489973,0.011318185686324568,0.0453770044353463,464,1.329512893982808,1.329512893982808,7,0.02005730659025788,0.0005956939834907667,0.002388263391334016,1606,4.6017191977077365,0.13666921964088163,68,0.19484240687679083,0.005786741553910305,0.02320027294438758,1.6517743170793975,4.9496213088247805,1054,285,244,936,862,395,370,291,374,303,321,615,495,458,499,371,293,282,349,56,164,221,236,108,67,48,48,252,62,56,48,153,141,253,143,93,66,74,83,56,39,49,36,37,25,59,64,76,29,80,59,48,1
53177,10526,18098,387,7,16,78,7596.714285714285,134.94871794871796,18545,692,26.79913294797688,6777.238681266666,2.2857142857142856,2395,0.04503826842431879,203,0.524547803617571,29,100,0.25839793281653745,14.285714285714286,13,0.03359173126614987,1.8571428571428572,27.198966408268735,118,2,0.21705426356589147,0.4108527131782946,2,0.00516795865633075,4,0.0103359173126615,307,0.3381057268722467,0.7932816537467701,0.029165874976249288,81,0.08920704845814978,0.20930232558139536,0.007695230856925707,105,0.11563876651982379,0.2713178294573643,0.00997529925897777,3,45,117,7,94,74,35,29,0.007751937984496124,0.11627906976744186,0.3023255813953488,0.01808785529715762,0.24289405684754523,0.19121447028423771,0.09043927648578812,0.07493540051679587,15.964245697009154,12.817286718601558,33.770059355915066,15.30606355322443,18.935828250558114,55.68100102116364,16.499899724448714,11.204962615666584,2628,6.790697674418604,0.24966749002470073,3135,8.10077519379845,0.29783393501805056,1221,3.1550387596899223,0.11599847995439863,0.4646118721461187,908,2.34625322997416,0.08626258787763633,390,1.0077519379844961,0.037051111533346,0.14840182648401826,692,1.7881136950904393,0.06574197225916778,24,0.06201550387596899,0.0022800684020520615,0.0091324200913242,910,2.351421188630491,0.08645259357780734,417,1.0775193798449612,0.03961618848565457,0.158675799086758,443,1.144702842377261,0.042086262587877635,169,0.43669250645994834,0.016055481664449932,0.06430745814307458,384,0.9922480620155039,0.9922480620155039,7,0.01808785529715762,0.000665019950598518,0.002663622526636225,1609,4.1576227390180875,0.15285958578757364,71,0.1834625322997416,0.006745202356070682,0.027016742770167426,1.7193615808474254,5.05196655899677,804,251,232,986,820,475,462,335,385,383,319,527,427,383,399,265,277,270,286,40,61,222,175,69,33,32,34,250,33,77,41,139,147,191,62,49,66,42,65,79,45,68,26,47,44,34,30,34,73,32,42,64,1
49970,9844,16837,390,14,24,118,3569.285714285714,83.42372881355932,7417,244,30.397540983606557,2138.5895128321386,1.7142857142857142,1650,0.03301981188713228,261,0.6692307692307692,18.642857142857142,228,0.5846153846153846,16.285714285714285,24,0.06153846153846154,1.7142857142857142,25.24102564102564,71,2,0.17692307692307693,0.31794871794871793,0,0,0,0,308,0.5211505922165821,0.7897435897435897,0.0312880942706217,8,0.01353637901861252,0.020512820512820513,0.0008126777732629012,119,0.20135363790186125,0.30512820512820515,0.012088581877285657,0,125,90,24,108,15,9,106,0,0.32051282051282054,0.23076923076923078,0.06153846153846154,0.27692307692307694,0.038461538461538464,0.023076923076923078,0.2717948717948718,15.09936084976922,12.875294595692807,36.5170452807385,14.436507110930517,17.39425666031111,52.02736788188545,15.388403544027916,11.803396968503527,2658,6.815384615384615,0.27001219016659894,4087,10.47948717948718,0.41517675741568466,1610,4.128205128205129,0.16355140186915887,0.6057185854025583,591,1.5153846153846153,0.06003657049979683,286,0.7333333333333333,0.02905323039414872,0.10759969902182091,81,0.2076923076923077,0.008228362454286875,11,0.028205128205128206,0.0011174319382364893,0.004138449962377728,910,2.3333333333333335,0.09244209670865502,383,0.982051282051282,0.0389069483949614,0.14409330323551542,218,0.558974358974359,0.02214546932141406,93,0.23846153846153847,0.009447379114181228,0.034988713318284424,387,0.9923076923076923,0.9923076923076923,5,0.01282051282051282,0.0005079236082893133,0.0018811136192626034,1289,3.305128205128205,0.13094270621698498,63,0.16153846153846155,0.006399837464445347,0.023702031602708805,1.7103819585534337,5.076188541243397,805,244,235,817,797,400,380,301,405,305,224,346,401,395,396,202,183,148,219,195,365,144,158,135,88,61,34,194,27,62,23,100,92,131,79,90,22,35,61,40,24,43,39,31,20,12,56,90,34,75,22,41,1
33027,6765,11116,259,5,13,49,6605.4,138.0612244897959,17660,825,21.406060606060606,7392.237462365505,2.6,2138,0.0647349138583583,202,0.7799227799227799,40.4,10,0.03861003861003861,2,3,0.011583011583011582,0.6,26.11969111969112,112,2,0.1891891891891892,0.3359073359073359,1,0.003861003861003861,0,0,206,0.33825944170771755,0.7953667953667953,0.030450849963045087,23,0.03776683087027915,0.0888030888030888,0.003399852180339985,62,0.10180623973727422,0.23938223938223938,0.009164818920916482,0,53,54,8,99,20,13,46,0,0.20463320463320464,0.2084942084942085,0.03088803088803089,0.38223938223938225,0.07722007722007722,0.05019305019305019,0.1776061776061776,14.624253542107198,11.773150036954913,41.31189488823637,13.986006957226468,17.797469943811407,49.74620318050688,15.644093202749445,11.357738083823449,1761,6.7992277992278,0.26031042128603105,2258,8.718146718146718,0.3337767923133777,728,2.810810810810811,0.10761271249076128,0.4134014764338444,609,2.3513513513513513,0.09002217294900222,288,1.111969111969112,0.042572062084257206,0.1635434412265758,321,1.2393822393822393,0.04745011086474501,23,0.0888030888030888,0.003399852180339985,0.01306076093128904,533,2.057915057915058,0.07878787878787878,262,1.0115830115830116,0.03872875092387287,0.14877910278250994,270,1.0424710424710424,0.03991130820399113,120,0.46332046332046334,0.017738359201773836,0.06814310051107325,230,0.888030888030888,0.888030888030888,9,0.03474903474903475,0.0013303769401330377,0.005110732538330494,885,3.416988416988417,0.13082039911308205,64,0.2471042471042471,0.009460458240946046,0.03634298693923907,1.6431633407243162,4.882039911308204,495,181,155,524,453,185,168,168,243,185,157,351,222,197,206,172,204,188,209,13,76,103,78,21,19,12,14,121,43,35,30,61,86,126,46,57,36,35,29,26,18,22,8,22,21,19,45,27,10,32,34,19,1
