"characterCount","wordCount","syllableCount","sentenceCount","sectionCount","subsectionCount","paragraphCount","meanSectionSize","meanParagraphSize","largestSectionSize","shortestSectionSize","largestShortestSectionRatio","sectionSizeStandardDeviation","meanOfSubsectionsPerSection","abstractSize","abstractSizeArtcileLengthRatio","citationCount","citationCountPerSentence","citationCountPerSection","externalLinksCount","externalLinksPerSentence","externalLinksPerSection","imageCount","imagePerSentence","imagePerSection","meanSentenceSize","largestSentenceSize","shortestSentenceSize","largeSentenceRate","shortSentenceRate","questionCount","questionRatio","exclamationCount","exclamationRatio","toBeVerbCount","toBeVerbRatio","toBeVerbPerSentence","toBeVerbRate","modalAuxiliaryVerbCount","modalAuxiliaryVerbsRatio","modalAuxiliaryVerbsPerSentence","modalAuxiliaryVerbsRate","passiveVoiceCount","passiveVoiceRatio","passiveVoicePerSentence","passiveVoiceRate","numberOfSentencesThatStartWithACoordinatingConjunction","numberOfSentencesThatStartWithADeterminer","numberOfSentencesThatStartWithASubordinatingPrepositionOrConjunction","numberOfSentencesThatStartWithAnAdjective","numberOfSentencesThatStartWithANoun","numberOfSentencesThatStartWithAPronoun","numberOfSentencesThatStartWithAnAdverb","numberOfSentencesThatStartWithAnArticle","numberOfSentencesThatStartWithACoordinatingConjunctionRatio","numberOfSentencesThatStartWithADeterminerRatio","numberOfSentencesThatStartWithASubordinatingPrepositionOrConjunctionRatio","numberOfSentencesThatStartWithAnAdjectiveRatio","numberOfSentencesThatStartWithANounRatio","numberOfSentencesThatStartWithAPronounRatio","numberOfSentencesThatStartWithAnAdverbRatio","numberOfSentencesThatStartWithAnArticleRatio","automatedReadabilityIndex","colemanLiauIndex","fleshReadingEase","fleschKincaidGradeLevel","gunningFogIndex","lasbarhetsIndex","smogGrading","daleChallReadabilityFormula","differentWordCount","differentWordsPerSentence","differentWordsRate","nounCount","nounsPerSentence","nounsRate","differentNounCount","differentNounsPerSentence","differentNounsRate","differentNounsDifferentWordsRatio","verbCount","verbsPerSentence","verbsRate","differentVerbCount","differentVerbsPerSentence","differentVerbsRate","differentVerbsDifferentWordsRatio","pronounCount","pronounsPerSentence","pronounsRate","differentPronounCount","differentPronounsPerSentence","differentPronounsRate","differentPronounsDifferentWordsRatio","adjectiveCount","adjectivesPerSentence","adjectivesRate","differentAdjectiveCount","differentAdjectivesPerSentence","differentAdjectivesRate","differentAdjectivesDifferentWordsRatio","adverbCount","adverbsPerSentence","adverbsRate","differentAdverbCount","differentAdverbsPerSentence","differentAdverbsRate","differentAdverbsDifferentWordsRatio","coordinatingConjunctionCount","coordinatingConjunctionsPerSentence","coordinatingConjunctionsRate","differentCoordinatingConjunctionCount","differentCoordinatingConjunctionsPerSentence","differentCoordinatingConjunctionsRate","differentCoordinatingConjunctionsDifferentWordsRatio","subordinatingPrepositionAndConjunctionCount","subordinatingPrepositionsAndConjunctionsPerSentence","subordinatingPrepositionsAndConjunctionsRate","differentSubordinatingPrepositionAndConjunctionCount","differentSubordinatingPrepositionsAndConjunctionsPerSentence","differentSubordinatingPrepositionsAndConjunctionsRate","differentSubordinatingPrepositionsAndConjunctionsDifferentWordsRatio","syllablesPerWord","charactersPerWord","he_","ing","ng_","_th","the","_of","of_","in_","_in","ion","on_","ed_","_an","and","nd_","er_","_to","to_","as_","DT,NNP,NNP","NNP,NNP,NNP","DT,NN,IN","NN,IN,DT","IN,DT,NNP","NNP,NNP,IN","NNP,IN,NNP","NNP,IN,DT","IN,DT,NN","DT,NN,VBD","NNS,IN,DT","NNP,NNP,VBD","JJ,NN,IN","IN,DT,JJ","DT,JJ,NN","NN,IN,NNP","IN,NNP,NNP","VBD,DT,NN","VBD,VBN,IN","VBN,IN,DT","NN,IN,NN","IN,NN,IN","JJ,NNS,IN","NN,CC,NN","IN,JJ,NNS","IN,DT,NNS","TO,VB,DT","DT,NN,NN","NNP,NNP,CC","IN,JJ,NN","NNP,CC,NNP","NNP,POS,NN","NN,IN,JJ","qualityClass"
24040,5028,7915,206,5,4,40,4808,125.7,10049,1260,7.9753968253968255,4493.239087785114,0.8,1473,0.06127287853577371,142,0.6893203883495146,28.4,0,0,0,10,0.04854368932038835,2,24.40776699029126,67,3,0.16019417475728157,0.2669902912621359,0,0,0,0,159,0.3271604938271605,0.7718446601941747,0.03162291169451074,31,0.06378600823045268,0.15048543689320387,0.006165473349244232,64,0.13168724279835392,0.3106796116504854,0.012728719172633254,0,23,52,1,56,41,21,20,0,0.11165048543689321,0.2524271844660194,0.0048543689320388345,0.27184466019417475,0.19902912621359223,0.10194174757281553,0.0970873786407767,13.293453900873551,11.100875099443115,48.8851021850453,12.504407010064032,15.276233287763285,49.668755901530865,13.607089114032632,10.39309580755536,1464,7.106796116504855,0.2911694510739857,1563,7.587378640776699,0.31085918854415273,653,3.1699029126213594,0.12987271280827367,0.44603825136612024,486,2.3592233009708736,0.09665871121718377,257,1.2475728155339805,0.05111376292760541,0.1755464480874317,416,2.0194174757281553,0.08273667462211615,21,0.10194174757281553,0.004176610978520286,0.014344262295081968,279,1.354368932038835,0.05548926014319809,180,0.8737864077669902,0.03579952267303103,0.12295081967213115,221,1.0728155339805825,0.0439538583929992,86,0.4174757281553398,0.017104216388225936,0.05874316939890711,205,0.9951456310679612,0.9951456310679612,3,0.014563106796116505,0.0005966587112171838,0.0020491803278688526,691,3.354368932038835,0.13743038981702466,54,0.2621359223300971,0.010739856801909307,0.036885245901639344,1.5741845664280032,4.781225139220366,329,132,120,316,272,164,161,108,129,69,215,248,196,183,193,128,191,183,156,5,46,94,63,24,8,23,14,123,29,17,21,35,23,47,56,55,20,31,20,19,17,16,12,5,14,27,11,16,17,23,46,11,1
32816,6693,11322,313,9,17,74,3646.222222222222,90.44594594594595,10888,886,12.288939051918735,3013.3096837198796,1.8888888888888888,2131,0.06493783520234032,82,0.26198083067092653,9.11111111111111,12,0.038338658146964855,1.3333333333333333,19,0.06070287539936102,2.111111111111111,21.383386581469647,71,2,0.19808306709265175,0.34824281150159747,0,0,0,0,299,0.5476190476190477,0.9552715654952076,0.044673539518900345,52,0.09523809523809523,0.16613418530351437,0.00776931122067832,116,0.21245421245421245,0.3706070287539936,0.01733154041535933,0,117,73,17,40,13,29,84,0,0.3738019169329074,0.23322683706070288,0.054313099041533544,0.12779552715654952,0.04153354632587859,0.0926517571884984,0.268370607028754,12.354978812922184,11.645581951292392,42.01997064311627,12.710614446737306,17.03385664962058,47.84600045795439,15.292751388946538,11.161272555943958,1333,4.258785942492013,0.1991633049454654,2101,6.712460063897764,0.3139100552816375,509,1.6261980830670926,0.07604960406394741,0.3818454613653413,546,1.744408945686901,0.08157776781712237,217,0.6932907348242812,0.0324219333632153,0.16279069767441862,128,0.40894568690095845,0.01912445838936202,14,0.04472843450479233,0.002091737636336471,0.010502625656414103,685,2.1884984025559104,0.10234573434932019,261,0.8338658146964856,0.038995965934558494,0.19579894973743436,228,0.7284345047923323,0.0340654415060511,101,0.3226837060702875,0.015090392947855968,0.07576894223555888,188,0.6006389776357828,0.6006389776357828,7,0.022364217252396165,0.0010458688181682356,0.005251312828207052,987,3.1533546325878596,0.1474675033617212,57,0.18210862619808307,0.008516360376512775,0.04276069017254314,1.6916181084715374,4.903033019572688,514,141,137,660,652,347,341,125,228,325,171,192,230,165,170,143,163,148,104,2,12,198,157,7,3,5,11,217,6,51,4,80,99,173,36,12,7,3,37,39,25,38,23,41,37,17,70,4,31,7,5,42,1
27965,5229,9416,219,7,7,44,3995,118.8409090909091,8935,323,27.6625386996904,2866.1677666645173,1,2419,0.08650098337207224,166,0.7579908675799086,23.714285714285715,139,0.634703196347032,19.857142857142858,12,0.0547945205479452,1.7142857142857142,23.876712328767123,68,9,0.1872146118721461,0.3424657534246575,0,0,0,0,119,0.39403973509933776,0.54337899543379,0.022757697456492636,3,0.009933774834437087,0.0136986301369863,0.0005737234652897303,58,0.19205298013245034,0.2648401826484018,0.011091986995601454,0,60,51,18,53,9,8,55,0,0.273972602739726,0.2328767123287671,0.0821917808219178,0.2420091324200913,0.0410958904109589,0.0365296803652968,0.2511415525114155,15.697713594102439,14.406884681583474,30.25865677976094,14.970493061613709,18.485471697618916,57.805344931850954,16.32212239822248,12.46364016195244,1617,7.383561643835616,0.3092369477911647,2113,9.648401826484019,0.40409256071906674,874,3.990867579908676,0.1671447695544081,0.5405071119356833,302,1.3789954337899544,0.05775482883916619,220,1.004566210045662,0.04207305412124689,0.1360544217687075,61,0.2785388127853881,0.011665710460891184,10,0.045662100456621,0.0019124115509657677,0.006184291898577613,474,2.164383561643836,0.09064830751577739,240,1.095890410958904,0.04589787722317843,0.14842300556586271,97,0.4429223744292237,0.01855039204436795,53,0.2420091324200913,0.01013578122011857,0.03277674706246135,208,0.9497716894977168,0.9497716894977168,4,0.0182648401826484,0.0007649646203863071,0.0024737167594310453,751,3.4292237442922375,0.14362210747752915,54,0.2465753424657534,0.010327022375215147,0.03339517625231911,1.800726716389367,5.34805890227577,397,150,127,402,376,218,205,182,248,212,146,225,222,222,223,116,96,87,82,75,156,58,74,70,36,41,18,81,10,35,17,53,50,69,36,49,12,23,35,26,23,36,22,23,12,13,35,25,27,23,13,23,1
9917,2047,3249,84,4,2,15,2479.25,136.46666666666667,6814,70,97.34285714285714,2991.833050155038,0.5,1066,0.10749218513663407,77,0.9166666666666666,19.25,1,0.011904761904761904,0.25,3,0.03571428571428571,0.75,24.36904761904762,59,9,0.15476190476190477,0.2976190476190476,0,0,0,0,87,0.5209580838323353,1.0357142857142858,0.04250122129946263,7,0.041916167664670656,0.08333333333333333,0.003419638495359062,64,0.38323353293413176,0.7619047619047619,0.03126526624328285,0,19,31,6,11,7,5,17,0,0.2261904761904762,0.36904761904761907,0.07142857142857142,0.13095238095238096,0.08333333333333333,0.05952380952380952,0.20238095238095238,13.572828645869684,11.471890571568146,47.82323054062857,12.642897794682117,15.551234094028429,48.159961151045664,13.871059667583935,10.807916046711798,653,7.773809523809524,0.3190034196384954,655,7.7976190476190474,0.31998045920859797,266,3.1666666666666665,0.12994626282364435,0.40735068912710565,167,1.9880952380952381,0.08158280410356619,124,1.4761904761904763,0.060576453346360526,0.18989280245022971,56,0.6666666666666666,0.027357107962872496,9,0.10714285714285714,0.004396678065461651,0.013782542113323124,145,1.7261904761904763,0.07083536883243771,83,0.9880952380952381,0.04054714215925745,0.12710566615620214,60,0.7142857142857143,0.029311187103077674,41,0.4880952380952381,0.020029311187103077,0.06278713629402756,47,0.5595238095238095,0.5595238095238095,4,0.047619047619047616,0.0019540791402051783,0.006125574272588055,303,3.607142857142857,0.14802149487054225,41,0.4880952380952381,0.020029311187103077,0.06278713629402756,1.587200781631656,4.844650708353688,169,71,64,212,169,84,80,63,60,47,55,126,59,46,47,89,73,62,66,16,20,33,34,32,5,9,10,46,10,17,10,21,31,33,9,9,7,23,25,10,7,6,5,12,8,11,4,4,10,7,8,14,1
19048,3689,6388,177,4,5,44,4762,83.8409090909091,14066,1205,11.673029045643153,6225.109958868196,1.25,1376,0.07223855522889543,94,0.5310734463276836,23.5,36,0.2033898305084746,9,4,0.022598870056497175,1,20.84180790960452,45,3,0.14689265536723164,0.2711864406779661,1,0.005649717514124294,0,0,122,0.48031496062992124,0.6892655367231638,0.03307129303334237,10,0.03937007874015748,0.05649717514124294,0.0027107617240444567,60,0.23622047244094488,0.3389830508474576,0.01626457034426674,0,50,28,16,56,12,11,43,0,0.2824858757062147,0.15819209039548024,0.0903954802259887,0.3163841807909605,0.06779661016949153,0.062146892655367235,0.24293785310734464,13.310795524333301,13.140916237462726,39.18427871531338,12.97159323871703,16.675026227002558,51.885065208879254,15.036624191572376,11.826903170825467,1250,7.062146892655368,0.3388452155055571,1373,7.757062146892656,0.37218758471130386,601,3.3954802259887007,0.16291677961507184,0.4808,254,1.4350282485875707,0.0688533477907292,182,1.0282485875706215,0.04933586337760911,0.1456,76,0.4293785310734463,0.02060178910273787,10,0.05649717514124294,0.0027107617240444567,0.008,307,1.734463276836158,0.08322038492816482,174,0.9830508474576272,0.04716725399837354,0.1392,124,0.7005649717514124,0.03361344537815126,66,0.3728813559322034,0.017891027378693414,0.0528,110,0.6214689265536724,0.6214689265536724,3,0.01694915254237288,0.000813228517213337,0.0024,465,2.6271186440677967,0.12605042016806722,44,0.24858757062146894,0.01192735158579561,0.0352,1.7316345893195988,5.163458931959881,244,108,103,236,228,109,97,78,152,112,101,216,115,117,114,119,112,101,105,35,57,40,42,34,22,19,12,55,22,14,24,22,31,49,23,39,23,31,17,11,12,13,11,16,7,12,34,20,12,17,13,11,1
33121,6449,10854,276,6,12,56,5520.166666666667,115.16071428571429,8609,2619,3.2871324933180603,2024.266723202915,2,2619,0.07907369946559585,191,0.6920289855072463,31.833333333333332,9,0.03260869565217391,1.5,22,0.07971014492753623,3.6666666666666665,23.365942028985508,100,1,0.15579710144927536,0.3442028985507246,0,0,0,0,179,0.41627906976744183,0.6485507246376812,0.027756241277717475,21,0.04883720930232558,0.07608695652173914,0.003256318809117693,82,0.19069767441860466,0.2971014492753623,0.012715149635602418,0,85,52,24,60,7,14,62,0,0.3079710144927536,0.18840579710144928,0.08695652173913043,0.21739130434782608,0.025362318840579712,0.050724637681159424,0.2246376811594203,14.442753926572145,13.131908823073342,40.73240044237846,13.382726695072375,16.46065809551419,52.42955269261674,14.774974446791653,12.052631682925789,1960,7.101449275362318,0.3039230888509846,2456,8.898550724637682,0.38083423786633586,945,3.4239130434782608,0.14653434641029617,0.48214285714285715,430,1.5579710144927537,0.06667700418669562,267,0.967391304347826,0.04140176771592495,0.13622448979591836,99,0.358695652173913,0.015351217242983408,13,0.04710144927536232,0.002015816405644286,0.0066326530612244895,633,2.2934782608695654,0.09815475267483331,283,1.0253623188405796,0.04388277252287176,0.14438775510204083,173,0.6268115942028986,0.02682586447511242,83,0.3007246376811594,0.012870212436036595,0.042346938775510205,278,1.0072463768115942,1.0072463768115942,4,0.014492753623188406,0.0006202512017367033,0.0020408163265306124,839,3.039855072463768,0.13009768956427353,63,0.22826086956521738,0.009768956427353079,0.03214285714285714,1.6830516359125445,5.135835013180338,460,195,213,515,474,299,270,177,206,120,115,346,283,338,291,94,160,143,108,40,22,99,79,55,38,32,19,101,24,67,26,65,79,99,33,47,27,40,34,48,24,56,48,56,18,13,44,12,27,17,14,34,1
25611,4786,9053,320,11,6,56,2328.2727272727275,85.46428571428571,7978,759,10.511198945981555,2075.6791703396307,0.5454545454545454,759,0.029635703408691576,161,0.503125,14.636363636363637,46,0.14375,4.181818181818182,3,0.009375,0.2727272727272727,14.95625,76,2,0.1875,0.315625,0,0,0,0,138,0.40350877192982454,0.43125,0.028834099456748852,35,0.1023391812865497,0.109375,0.007312996239030506,66,0.19298245614035087,0.20625,0.013790221479314668,0,61,33,19,140,15,17,49,0,0.190625,0.103125,0.059375,0.4375,0.046875,0.053125,0.153125,11.252431310071039,13.686142916840783,31.62853913758883,12.563330312369413,16.596791684078564,47.89297473668685,14.509874207517694,12.504274421228583,1458,4.55625,0.3046385290430422,1626,5.08125,0.3397409109903886,657,2.053125,0.1372753865440869,0.4506172839506173,342,1.06875,0.07145842039281237,210,0.65625,0.043877977434183035,0.1440329218106996,78,0.24375,0.0162975344755537,10,0.03125,0.002089427496865859,0.006858710562414266,531,1.659375,0.1109486000835771,272,0.85,0.056832427914751356,0.18655692729766804,155,0.484375,0.03238612620142081,82,0.25625,0.01713330547430004,0.056241426611796985,163,0.509375,0.509375,6,0.01875,0.0012536564981195152,0.00411522633744856,668,2.0875,0.13957375679063935,54,0.16875,0.011282908483075638,0.037037037037037035,1.8915587129126619,5.351232762223151,318,115,110,370,348,207,206,165,278,172,132,196,190,150,155,88,116,120,67,4,15,80,83,15,14,8,8,117,8,42,3,53,51,82,8,9,5,10,29,30,21,40,22,43,20,15,27,7,29,16,1,31,1
30433,6412,10097,268,5,1,40,6086.6,160.3,20084,1970,10.19492385786802,7851.45741248082,0.2,2041,0.06706535668517727,209,0.7798507462686567,41.8,102,0.3805970149253731,20.4,3,0.011194029850746268,0.6,23.925373134328357,108,3,0.17537313432835822,0.3358208955223881,1,0.0037313432835820895,1,0.0037313432835820895,173,0.3191881918819188,0.6455223880597015,0.02698066126013724,19,0.03505535055350553,0.0708955223880597,0.002963194011228946,81,0.14944649446494465,0.30223880597014924,0.012632563942607611,4,49,59,4,64,65,12,47,0.014925373134328358,0.1828358208955224,0.22014925373134328,0.014925373134328358,0.23880597014925373,0.24253731343283583,0.04477611940298507,0.17537313432835822,12.88755712237316,10.870810979413594,49.33081488999173,12.322398953454812,14.966281505758793,48.08168978037973,13.392366178427494,11.14461616186069,1868,6.970149253731344,0.2913287585776669,2262,8.440298507462687,0.3527760449157829,1039,3.876865671641791,0.16203992514036183,0.5562098501070664,542,2.0223880597014925,0.08452900810979413,269,1.0037313432835822,0.041952588895820334,0.14400428265524626,515,1.921641791044776,0.08031815346225826,23,0.08582089552238806,0.003587024329382408,0.012312633832976445,399,1.4888059701492538,0.06222707423580786,231,0.8619402985074627,0.036026200873362446,0.12366167023554604,152,0.5671641791044776,0.023705552089831567,79,0.2947761194029851,0.012320648783530879,0.04229122055674518,202,0.753731343283582,0.753731343283582,6,0.022388059701492536,0.0009357454772301934,0.0032119914346895075,916,3.417910447761194,0.14285714285714285,65,0.24253731343283583,0.010137242669993761,0.034796573875803,1.574703680598877,4.746257018091079,500,208,182,455,417,175,165,237,262,127,154,307,224,208,214,184,144,136,173,51,114,116,98,58,86,52,44,138,41,18,29,59,67,100,84,98,40,38,31,14,15,8,11,2,13,22,28,30,10,31,24,9,1
14771,2973,4743,148,6,5,24,2461.8333333333335,123.875,4814,769,6.260078023407022,1483.4937703498006,0.8333333333333334,1138,0.07704285424141899,84,0.5675675675675675,14,11,0.07432432432432433,1.8333333333333333,4,0.02702702702702703,0.6666666666666666,20.08783783783784,51,4,0.12162162162162163,0.3108108108108108,0,0,0,0,120,0.4897959183673469,0.8108108108108109,0.04036326942482341,22,0.08979591836734693,0.14864864864864866,0.007399932727884292,57,0.23265306122448978,0.38513513513513514,0.01917255297679112,0,43,18,8,48,22,2,40,0,0.2905405405405405,0.12162162162162163,0.05405405405405406,0.32432432432432434,0.14864864864864866,0.013513513513513514,0.2702702702702703,12.014998636376035,11.940558358560377,51.478538842828726,11.069483800147275,14.345259588549196,45.15123751734707,13.29862104628388,10.852194126417032,1057,7.141891891891892,0.35553313151698623,969,6.547297297297297,0.32593340060544906,456,3.081081081081081,0.15338042381432895,0.4314096499526963,245,1.6554054054054055,0.08240834174234779,157,1.0608108108108107,0.05280861083081063,0.14853358561967833,81,0.5472972972972973,0.027245206861755803,10,0.06756756756756757,0.003363605785401951,0.00946073793755913,308,2.081081081081081,0.10359905819038008,194,1.3108108108108107,0.06525395223679785,0.18353831598864712,115,0.777027027027027,0.038681466532122434,63,0.42567567567567566,0.02119071644803229,0.059602649006622516,162,1.0945945945945945,1.0945945945945945,4,0.02702702702702703,0.0013454423141607804,0.003784295175023652,400,2.7027027027027026,0.13454423141607805,43,0.2905405405405405,0.01446350487722839,0.04068117313150426,1.5953582240161452,4.968382105617222,199,100,82,229,219,72,67,95,115,51,48,111,145,157,161,63,65,65,66,9,24,26,32,13,14,9,9,50,3,22,8,32,37,55,16,16,4,6,19,18,12,12,12,18,12,6,29,6,7,12,1,8,1
13389,2756,4516,117,7,0,24,1912.7142857142858,114.83333333333333,3609,718,5.0264623955431755,913.6313469311558,0,1318,0.0984390171035925,62,0.5299145299145299,8.857142857142858,7,0.05982905982905983,1,3,0.02564102564102564,0.42857142857142855,23.555555555555557,62,7,0.1623931623931624,0.27350427350427353,0,0,0,0,90,0.45,0.7692307692307693,0.03265602322206096,12,0.06,0.10256410256410256,0.0043541364296081275,48,0.24,0.41025641025641024,0.01741654571843251,0,69,6,7,12,9,7,55,0,0.5897435897435898,0.05128205128205128,0.05982905982905983,0.10256410256410256,0.07692307692307693,0.05982905982905983,0.4700854700854701,13.229559345266892,11.50918722786647,44.299986292533475,12.932225447508468,16.73717142396388,50.42414700745369,14.985893962826673,11.296172681825514,804,6.871794871794871,0.29172714078374457,945,8.076923076923077,0.34288824383164007,369,3.1538461538461537,0.13388969521044994,0.458955223880597,200,1.7094017094017093,0.07256894049346879,120,1.0256410256410255,0.04354136429608128,0.14925373134328357,78,0.6666666666666666,0.02830188679245283,14,0.11965811965811966,0.0050798258345428155,0.017412935323383085,194,1.6581196581196582,0.07039187227866474,111,0.9487179487179487,0.04027576197387518,0.13805970149253732,70,0.5982905982905983,0.02539912917271408,41,0.3504273504273504,0.014876632801161103,0.05099502487562189,96,0.8205128205128205,0.8205128205128205,4,0.03418803418803419,0.001451378809869376,0.004975124378109453,422,3.606837606837607,0.15312046444121916,40,0.3418803418803419,0.01451378809869376,0.04975124378109453,1.6386066763425253,4.8581277213352685,319,60,62,339,336,174,167,58,89,61,66,114,88,88,86,75,53,59,78,21,52,87,77,42,21,24,7,85,9,29,9,24,42,52,25,38,10,24,33,7,8,10,5,8,22,6,11,5,4,9,6,4,1
15536,2930,5185,166,5,3,23,3107.2,127.3913043478261,7419,1068,6.946629213483146,2599.95724964854,0.6,1068,0.06874356333676622,79,0.4759036144578313,15.8,53,0.3192771084337349,10.6,8,0.04819277108433735,1.6,17.650602409638555,43,2,0.08433734939759036,0.13253012048192772,0,0,0,0,92,0.38493723849372385,0.5542168674698795,0.031399317406143344,0,0,0,0,62,0.2594142259414226,0.37349397590361444,0.021160409556313993,0,38,55,20,24,1,14,36,0,0.2289156626506024,0.3313253012048193,0.12048192771084337,0.14457831325301204,0.006024096385542169,0.08433734939759036,0.21686746987951808,12.36955376454624,13.701051194539247,39.209399646367046,12.175304905629346,15.92030922324109,50.99200915574994,14.424802357400711,11.862672951190428,856,5.156626506024097,0.29215017064846416,1081,6.5120481927710845,0.3689419795221843,372,2.2409638554216866,0.12696245733788397,0.43457943925233644,239,1.4397590361445782,0.08156996587030717,132,0.7951807228915663,0.04505119453924915,0.1542056074766355,20,0.12048192771084337,0.006825938566552901,3,0.018072289156626505,0.0010238907849829352,0.0035046728971962616,244,1.4698795180722892,0.08327645051194539,122,0.7349397590361446,0.041638225255972695,0.1425233644859813,102,0.6144578313253012,0.0348122866894198,57,0.3433734939759036,0.019453924914675767,0.06658878504672897,89,0.536144578313253,0.536144578313253,3,0.018072289156626505,0.0010238907849829352,0.0035046728971962616,409,2.463855421686747,0.13959044368600682,51,0.3072289156626506,0.0174061433447099,0.05957943925233645,1.7696245733788396,5.302389078498294,206,94,102,224,206,88,82,85,107,62,75,249,98,122,109,52,140,97,71,23,38,38,35,28,9,17,3,61,27,20,24,24,16,40,32,60,11,31,17,7,4,17,4,11,7,2,13,11,11,13,2,8,2
12677,2503,4296,85,6,3,21,2112.8333333333335,119.19047619047619,3647,1351,2.699481865284974,807.5085138870054,0.5,1769,0.13954405616470775,75,0.8823529411764706,12.5,12,0.1411764705882353,2,13,0.15294117647058825,2.1666666666666665,29.44705882352941,132,8,0.2,0.47058823529411764,0,0,0,0,71,0.4127906976744186,0.8352941176470589,0.02836596084698362,8,0.046511627906976744,0.09411764705882353,0.0031961646024770275,39,0.22674418604651161,0.4588235294117647,0.01558130243707551,0,38,12,8,7,4,10,29,0,0.4470588235294118,0.1411764705882353,0.09411764705882353,0.08235294117647059,0.047058823529411764,0.11764705882352941,0.3411764705882353,17.148371601137455,12.975373551737913,31.74383817066581,16.147169561232406,19.22588705318324,56.23102387025679,16.505166871138783,11.569523178773707,868,10.211764705882352,0.3467838593687575,804,9.458823529411765,0.3212145425489413,376,4.423529411764706,0.1502197363164203,0.43317972350230416,172,2.023529411764706,0.0687175389532561,151,1.776470588235294,0.0603276068717539,0.173963133640553,52,0.611764705882353,0.020775069916100678,13,0.15294117647058825,0.0051937674790251695,0.014976958525345621,265,3.1176470588235294,0.10587295245705154,110,1.2941176470588236,0.04394726328405913,0.12672811059907835,75,0.8823529411764706,0.02996404314822213,45,0.5294117647058824,0.01797842588893328,0.05184331797235023,85,1,1,4,0.047058823529411764,0.0015980823012385138,0.004608294930875576,414,4.870588235294117,0.16540151817818619,48,0.5647058823529412,0.019176987614862164,0.055299539170506916,1.7163403915301638,5.06472233320016,231,77,73,247,220,125,116,78,107,77,75,147,83,89,87,58,70,56,44,30,20,33,44,28,17,9,8,52,14,27,19,36,48,51,19,39,9,19,25,9,10,27,7,18,17,5,9,9,11,3,1,6,2
9463,1860,3095,79,4,2,13,2365.75,143.07692307692307,3332,1274,2.6153846153846154,890.2682648131031,0.5,1274,0.1346296100602346,41,0.5189873417721519,10.25,34,0.43037974683544306,8.5,3,0.0379746835443038,0.75,23.544303797468356,63,2,0.12658227848101267,0.3037974683544304,0,0,2,0.02531645569620253,50,0.33112582781456956,0.6329113924050633,0.026881720430107527,12,0.07947019867549669,0.1518987341772152,0.0064516129032258064,23,0.152317880794702,0.2911392405063291,0.012365591397849462,0,19,9,4,22,1,11,18,0,0.24050632911392406,0.11392405063291139,0.05063291139240506,0.27848101265822783,0.012658227848101266,0.13924050632911392,0.22784810126582278,14.30490996325031,12.858086021505375,42.16495100040834,13.2272247175718,16.385463454471214,53.08870967741936,14.698315086665083,12.062603919967334,772,9.772151898734178,0.4150537634408602,731,9.253164556962025,0.39301075268817204,363,4.594936708860759,0.19516129032258064,0.47020725388601037,151,1.9113924050632911,0.08118279569892473,134,1.6962025316455696,0.07204301075268817,0.17357512953367876,82,1.0379746835443038,0.04408602150537634,10,0.12658227848101267,0.005376344086021506,0.012953367875647668,122,1.5443037974683544,0.06559139784946237,86,1.0886075949367089,0.046236559139784944,0.11139896373056994,54,0.6835443037974683,0.02903225806451613,39,0.4936708860759494,0.020967741935483872,0.050518134715025906,54,0.6835443037974683,0.6835443037974683,2,0.02531645569620253,0.001075268817204301,0.0025906735751295338,227,2.8734177215189876,0.12204301075268817,36,0.45569620253164556,0.01935483870967742,0.046632124352331605,1.663978494623656,5.087634408602151,155,94,73,176,135,48,46,36,55,33,50,81,58,59,57,32,41,36,39,5,134,28,28,7,10,6,6,55,15,7,14,11,16,16,14,27,14,5,11,6,1,6,2,4,3,5,13,8,5,9,16,4,2
