"characterCount","wordCount","syllableCount","sentenceCount","sectionCount","subsectionCount","paragraphCount","meanSectionSize","meanParagraphSize","largestSectionSize","shortestSectionSize","largestShortestSectionRatio","sectionSizeStandardDeviation","meanOfSubsectionsPerSection","abstractSize","abstractSizeArtcileLengthRatio","citationCount","citationCountPerSentence","citationCountPerSection","externalLinksCount","externalLinksPerSentence","externalLinksPerSection","imageCount","imagePerSentence","imagePerSection","meanSentenceSize","largestSentenceSize","shortestSentenceSize","largeSentenceRate","shortSentenceRate","questionCount","questionRatio","exclamationCount","exclamationRatio","toBeVerbCount","toBeVerbRatio","toBeVerbPerSentence","toBeVerbRate","automatedReadabilityIndex","colemanLiauIndex","fleshReadingEase","fleschKincaidGradeLevel","gunningFogIndex","lasbarhetsIndex","smogGrading","linsearWriteFormula","daleChallReadabilityFormula","differentWordCount","differentWordsPerSentence","differentWordsRate","nounCount","nounsPerSentence","nounsRate","differentNounCount","differentNounsPerSentence","differentNounsRate","verbCountentence","verbsRate","differentVerbCount","differentVerbsPerSentence","differentVerbsRate","pronounCount","pronounsPerSentence","pronounsRate","differentPronounCount","differentPronounsPerSentence","differentPronounsRate","adjectiveCount","adjectivesPerSentence","differentAdjectiveCount","differentAdjectivesPerSentence","differentAdjectivesRate","adverbCount","adverbsPerSentence","adverbsRate","differentAdverbCount","differentAdverbsPerSentence","differentAdverbsRate","coordinatingConjunctionCount","coordinatingConjunctionsPerSentence","coordinatingConjunctionsRate","differentCoordinatingConjunctionCount","differentCoordinatingConjunctionsPerSentence","differentCoordinatingConjunctionsRate","subordinatingPrepositionAndConjunctionCount","subordinatingPrepositionsAndConjunctionsPerSentence","subordinatingPrepositionsAndConjunctionsRate","differentSubordinatingPrepositionAndConjunctionCount","differentSubordinatingPrepositionsAndConjunctionsPerSentence","differentSubordinatingPrepositionsAndConjunctionsRate","syllablesPerWord","charactersPerWord","qualityClass"
30932,6219,10153,277,6,16,79,5155.333333,78.721519,66585,3,22195,4778.805501,2.666667,1095,0.0354,190,0.685921,31.666667,20,0.072202,3.333333,8,0,1.333333,22.451264,59,3,0.180505,0.33574,0,0,0,0,207,0.393536,0.747292,0.033285,13.222183,12.127474,45.930904,12.430408,663.510173,2520.232904,112.625541,-0.752708,573.49984,1708,6.166065,0.274642,1900,6.859206,0.305515,771,2.783394,0.123975,,0.08458,243,0.877256,0.039074,154,0.555957,0.024763,12,0.043321,0.00193,550,1.98556,252,0.909747,0.040521,208,0.750903,0.033446,88,0.31769,0.01415,305,1.101083,1.101083,4,0.01444,0.000643,785,2.833935,0.126226,50,0.180505,0.00804,1.632578,4.97379,6
35391,6930,11862,290,6,13,73,5898.5,94.931507,66585,3,22195,4790.365402,2.166667,1095,0.03094,110,0.37931,18.333333,104,0.358621,17.333333,19,0,3.166667,23.896552,85,3,0.189655,0.313793,0,0,0,0,231,0.428571,0.796552,0.033333,14.571899,12.990055,37.771169,13.927577,604.710136,2294.422967,110.849096,-0.777586,521.450974,1932,6.662069,0.278788,2406,8.296552,0.347186,892,3.075862,0.128716,,0.077778,318,1.096552,0.045887,115,0.396552,0.016595,15,0.051724,0.002165,510,1.758621,255,0.87931,0.036797,188,0.648276,0.027128,91,0.313793,0.013131,234,0.806897,0.806897,3,0.010345,0.000433,925,3.189655,0.133478,53,0.182759,0.007648,1.711688,5.106926,6
23597,5024,7799,219,8,14,72,2949.625,69.777778,66585,3,22195,4772.38697,1.75,1095,0.046404,56,0.255708,7,6,0.027397,0.75,2,0,0.25,22.940639,123,2,0.200913,0.369863,0,0,0,0,153,0.354988,0.69863,0.030454,12.162507,10.527221,52.221549,11.674564,835.227211,3176.449834,127.472036,-0.723744,723.005638,1511,6.899543,0.300756,1522,6.949772,0.302946,703,3.210046,0.139928,,0.085788,223,1.018265,0.044387,205,0.936073,0.040804,16,0.073059,0.003185,367,1.675799,213,0.972603,0.042396,215,0.981735,0.042795,95,0.43379,0.018909,234,1.068493,1.068493,6,0.027397,0.001194,678,3.09589,0.134952,53,0.242009,0.010549,1.552349,4.696855,6
31699,6094,10522,201,11,0,44,2881.727273,138.5,66585,3,22195,4746.078229,0,1095,0.034544,110,0.547264,10,32,0.159204,2.909091,8,0,0.727273,30.318408,99,5,0.228856,0.412935,0,0,1,0.004975,136,0.322275,0.676617,0.022317,18.229087,13.809537,29.990073,16.608252,700.706293,2660.970027,133.639464,-0.644279,603.84921,1750,8.706468,0.287168,2163,10.761194,0.354939,818,4.069652,0.13423,,0.069248,288,1.432836,0.04726,226,1.124378,0.037086,20,0.099502,0.003282,427,2.124378,225,1.119403,0.036922,200,0.995025,0.032819,100,0.497512,0.01641,265,1.318408,1.318408,4,0.0199,0.000656,784,3.900498,0.128651,49,0.243781,0.008041,1.726616,5.201674,6
12677,2503,4296,85,6,3,21,2112.833333,119.190476,66585,3,22195,4730.528625,0.5,1095,0.086377,75,0.882353,12.5,12,0.141176,2,13,0,2.166667,29.447059,132,8,0.2,0.470588,0,0,0,0,71,0.415205,0.835294,0.028366,17.148372,12.975374,31.743838,16.14717,1695.694125,6465.180285,204.267978,-0.217647,1469.233183,868,10.211765,0.346784,797,9.376471,0.318418,373,4.388235,0.149021,,0.068318,149,1.752941,0.059529,45,0.529412,0.017978,11,0.129412,0.004395,254,2.988235,105,1.235294,0.04195,65,0.764706,0.025969,41,0.482353,0.01638,85,1,1,4,0.047059,0.001598,402,4.729412,0.160607,40,0.470588,0.015981,1.71634,5.064722,6
14566,2981,5032,129,11,0,40,1324.181818,74.525,66585,3,22195,4706.134959,0,1095,0.075175,54,0.418605,4.909091,29,0.224806,2.636364,3,0,0.272727,23.108527,103,5,0.170543,0.372093,0,0,0,0,78,0.333333,0.604651,0.026166,13.138641,11.650413,40.573002,13.341011,1430.618788,5454.351196,166.831658,-0.476744,1240.391234,946,7.333333,0.317343,967,7.496124,0.324388,406,3.147287,0.136196,,0.078497,176,1.364341,0.059041,96,0.744186,0.032204,8,0.062016,0.002684,136,1.054264,88,0.682171,0.02952,96,0.744186,0.032204,53,0.410853,0.017779,129,1,1,3,0.023256,0.001006,433,3.356589,0.145253,38,0.294574,0.012747,1.688024,4.88628,6
12833,2582,4240,87,4,3,17,3208.25,151.882353,66585,3,22195,4696.133208,0.75,1095,0.085327,31,0.356322,7.75,4,0.045977,1,2,0,0.5,29.678161,75,3,0.264368,0.367816,0,0,0,0,78,0.428571,0.896552,0.030209,16.81862,12.427281,37.786802,15.36171,1660.314332,6327.926805,202.917564,-0.224138,1437.387514,882,10.137931,0.341596,881,10.126437,0.341208,389,4.471264,0.150658,,0.070488,160,1.83908,0.061967,30,0.344828,0.011619,7,0.08046,0.002711,128,1.471264,93,1.068966,0.036019,93,1.068966,0.036019,59,0.678161,0.022851,90,1.034483,1.034483,4,0.045977,0.001549,331,3.804598,0.128195,38,0.436782,0.014717,1.642138,4.970178,6
27154,4971,9323,192,4,13,47,6788.5,105.765957,66585,3,22195,4719.832583,3.25,1095,0.040326,269,1.401042,67.25,147,0.765625,36.75,11,0,2.75,25.890625,70,8,0.182292,0.3125,0,0,0,0,153,0.442197,0.796875,0.030779,17.243605,15.176126,21.890596,16.637981,876.371136,3334.65615,138.382716,-0.611979,756.754648,1469,7.651042,0.295514,1990,10.364583,0.400322,715,3.723958,0.143834,,0.069604,204,1.0625,0.041038,64,0.333333,0.012875,8,0.041667,0.001609,328,1.708333,190,0.989583,0.038222,91,0.473958,0.018306,63,0.328125,0.012674,190,0.989583,0.989583,4,0.020833,0.000805,625,3.255208,0.125729,40,0.208333,0.008047,1.875478,5.462482,6
29781,6257,9890,309,4,26,87,7445.25,71.91954,66585,3,22195,4744.686649,6.5,1095,0.036768,180,0.582524,45,120,0.38835,30,13,0,3.25,20.249191,71,2,0.174757,0.300971,0,0,5,0.016181,232,0.469636,0.750809,0.037078,11.112449,10.724833,52.560799,10.958615,702.010496,2673.227724,110.199792,-0.781553,608.032354,1793,5.802589,0.286559,2234,7.229773,0.35704,853,2.760518,0.136327,,0.078952,312,1.009709,0.049864,109,0.352751,0.01742,18,0.058252,0.002877,368,1.190939,212,0.686084,0.033882,190,0.614887,0.030366,86,0.278317,0.013745,190,0.614887,0.614887,5,0.016181,0.000799,775,2.508091,0.123861,55,0.177994,0.00879,1.58063,4.759629,6
9463,1860,3095,79,4,2,13,2365.75,143.076923,66585,3,22195,4734.380665,0.5,1095,0.115714,41,0.518987,10.25,34,0.43038,8.5,3,0,0.75,23.544304,63,2,0.126582,0.303797,0,0,2,0.025316,50,0.331126,0.632911,0.026882,14.30491,12.858086,42.164951,13.227225,2350.686539,8978.948925,215.201185,-0.132911,2041.858615,772,9.772152,0.415054,715,9.050633,0.384409,358,4.531646,0.192473,,0.081183,129,1.632911,0.069355,80,1.012658,0.043011,9,0.113924,0.004839,118,1.493671,82,1.037975,0.044086,43,0.544304,0.023118,33,0.417722,0.017742,54,0.683544,0.683544,2,0.025316,0.001075,218,2.759494,0.117204,31,0.392405,0.016667,1.663978,5.087634,6
24378,4744,7741,215,4,11,42,6094.5,112.952381,66585,3,22195,4735.901848,2.75,1095,0.044918,122,0.567442,30.5,60,0.27907,15,10,0,2.5,22.065116,120,2,0.130233,0.27907,0,0,0,0,155,0.5,0.72093,0.032673,13.805842,13.074081,46.393249,12.269991,932.493837,3565.196521,132.080467,-0.676744,809.438457,1140,5.302326,0.240304,1736,8.074419,0.365936,518,2.409302,0.109191,,0.065346,156,0.725581,0.032884,45,0.209302,0.009486,4,0.018605,0.000843,310,1.44186,143,0.665116,0.030143,151,0.702326,0.03183,69,0.32093,0.014545,183,0.851163,0.851163,4,0.018605,0.000843,604,2.809302,0.127319,46,0.213953,0.009696,1.631745,5.138702,6
58037,11832,19515,426,10,11,68,5803.7,174,66585,3,22195,4759.595196,1.1,1095,0.018867,470,1.103286,47,279,0.65493,27.9,12,0,1.2,27.774648,138,2,0.161972,0.41784,1,0.002347,1,0.002347,366,0.382845,0.859155,0.030933,15.560288,11.976197,39.109503,14.704334,388.317432,1471.900024,95.583891,-0.841549,334.379483,2694,6.323944,0.227688,4183,9.819249,0.353533,1368,3.211268,0.115619,,0.080798,385,0.903756,0.032539,449,1.053991,0.037948,26,0.061033,0.002197,891,2.091549,374,0.877934,0.031609,352,0.826291,0.02975,137,0.321596,0.011579,352,0.826291,0.826291,6,0.014085,0.000507,1493,3.504695,0.126183,61,0.143192,0.005156,1.649341,4.905088,6
19438,3587,6395,148,6,10,57,3239.666667,62.929825,66585,3,22195,4745.116748,1.666667,1095,0.056333,207,1.398649,34.5,166,1.121622,27.666667,2,0,0.333333,24.236486,110,3,0.202703,0.432432,0,0,0,0,107,0.341853,0.722973,0.02983,16.211795,14.842498,31.407813,14.899587,1262.552136,4829.24897,160.52761,-0.523649,1098.843079,1229,8.304054,0.342626,1221,8.25,0.340396,519,3.506757,0.144689,,0.08726,199,1.344595,0.055478,86,0.581081,0.023975,11,0.074324,0.003067,252,1.702703,137,0.925676,0.038193,127,0.858108,0.035406,64,0.432432,0.017842,94,0.635135,0.635135,4,0.027027,0.001115,372,2.513514,0.103708,37,0.25,0.010315,1.782827,5.419013,6
10843,1950,3520,95,8,2,17,1355.375,114.705882,66585,3,22195,4729.531548,0.25,1095,0.100987,136,1.431579,17,2,0.021053,0.25,0,0,0,20.526316,54,9,0.115789,0.284211,0,0,0,0,67,0.440789,0.705263,0.034359,15.023173,15.453764,33.286943,13.715776,2322.548988,8898.158654,200.001067,-0.215789,2025.887969,685,7.210526,0.351282,626,6.589474,0.321026,274,2.884211,0.140513,,0.077949,107,1.126316,0.054872,14,0.147368,0.007179,2,0.021053,0.001026,210,2.210526,121,1.273684,0.062051,59,0.621053,0.030256,33,0.347368,0.016923,56,0.589474,0.589474,3,0.031579,0.001538,253,2.663158,0.129744,27,0.284211,0.013846,1.805128,5.560513,6
8963,1906,2913,78,10,2,20,896.3,95.3,66585,3,22195,4712.411946,0.2,1095,0.122169,41,0.525641,4.1,25,0.320513,2.5,4,0,0.4,24.435897,80,4,0.192308,0.358974,0,0,0,0,43,0.311594,0.551282,0.02256,12.93681,10.639475,52.735712,11.974313,2382.932806,9127.202543,220.645724,-0.057692,2078.284287,810,10.384615,0.424974,616,7.897436,0.32319,348,4.461538,0.182581,,0.072403,125,1.602564,0.065582,71,0.910256,0.037251,11,0.141026,0.005771,185,2.371795,114,1.461538,0.059811,66,0.846154,0.034627,47,0.602564,0.024659,64,0.820513,0.820513,3,0.038462,0.001574,252,3.230769,0.132214,31,0.397436,0.016264,1.528332,4.702518,6
3802,729,1255,41,4,5,9,950.5,81,66585,3,22195,4704.925905,1.25,1095,0.288006,19,0.463415,4.75,9,0.219512,2.25,3,0,0.75,17.780488,32,2,0.121951,0.268293,0,0,0,0,32,0.52459,0.780488,0.043896,12.024606,13.201591,43.14583,11.658519,6220.939356,23852.473741,303.367585,0.890244,5432.791183,310,7.560976,0.42524,250,6.097561,0.342936,131,3.195122,0.179698,,0.083676,54,1.317073,0.074074,5,0.121951,0.006859,2,0.04878,0.002743,42,1.02439,33,0.804878,0.045267,23,0.560976,0.03155,16,0.390244,0.021948,15,0.365854,0.365854,3,0.073171,0.004115,84,2.04878,0.115226,17,0.414634,0.02332,1.721536,5.215364,6
17127,3331,5604,123,5,3,26,3425.4,128.115385,66585,3,22195,4707.122328,0.6,1095,0.063934,143,1.162602,28.6,7,0.056911,1.4,10,0,2,27.081301,71,4,0.154472,0.333333,0,0,0,0,74,0.33945,0.601626,0.022216,16.328054,13.340186,37.018329,14.823764,1377.893463,5268.835762,176.926645,-0.46748,1199.748499,1025,8.333333,0.307715,1111,9.03252,0.333533,411,3.341463,0.123386,,0.065446,198,1.609756,0.059442,47,0.382114,0.01411,9,0.073171,0.002702,303,2.463415,137,1.113821,0.041129,83,0.674797,0.024917,56,0.455285,0.016812,116,0.943089,0.943089,3,0.02439,0.000901,433,3.520325,0.129991,47,0.382114,0.01411,1.682378,5.141699,6
8530,1789,2873,83,5,0,10,1706,178.9,66585,3,22195,4697.707641,0,1095,0.12837,47,0.566265,9.4,15,0.180723,3,2,0,0.4,21.554217,72,4,0.240964,0.325301,0,0,0,0,49,0.418803,0.590361,0.02739,11.804515,10.862717,49.096207,11.766061,2560.32655,9813.281439,214.963401,-0.23494,2236.250067,668,8.048193,0.373393,758,9.13253,0.4237,336,4.048193,0.187814,,0.0654,89,1.072289,0.049748,73,0.879518,0.040805,7,0.084337,0.003913,91,1.096386,67,0.807229,0.037451,44,0.53012,0.024595,35,0.421687,0.019564,40,0.481928,0.481928,3,0.036145,0.001677,233,2.807229,0.13024,29,0.349398,0.01621,1.605925,4.768027,6
17196,3381,5745,112,5,0,33,3439.2,102.454545,66585,3,22195,4689.731504,0,1095,0.063678,24,0.214286,4.8,23,0.205357,4.6,20,0,4,30.1875,127,9,0.196429,0.491071,0,0,0,0,99,0.361314,0.883929,0.029281,17.619136,13.125549,32.442247,16.233702,1369.827144,5236.234005,185.997541,-0.450893,1192.881792,1126,10.053571,0.333038,1076,9.607143,0.318249,461,4.116071,0.13635,,0.081041,178,1.589286,0.052647,99,0.883929,0.029281,12,0.107143,0.003549,311,2.776786,177,1.580357,0.052351,94,0.839286,0.027802,59,0.526786,0.01745,102,0.910714,0.910714,4,0.035714,0.001183,507,4.526786,0.149956,36,0.321429,0.010648,1.699201,5.086069,6
5056,1070,1646,70,7,1,34,722.285714,31.470588,66585,3,22195,4677.719772,0.142857,1095,0.216574,59,0.842857,8.428571,44,0.628571,6.285714,1,0,0.142857,15.285714,55,1,0.242857,0.3,0,0,0,0,20,0.307692,0.285714,0.018692,8.468708,10.047925,61.178318,8.523578,4301.366622,16502.066124,234.576417,-0.15,3764.613466,454,6.485714,0.424299,377,5.385714,0.352336,212,3.028571,0.198131,,0.060748,55,0.785714,0.051402,42,0.6,0.039252,9,0.128571,0.008411,108,1.542857,48,0.685714,0.04486,28,0.4,0.026168,22,0.314286,0.020561,21,0.3,0.3,2,0.028571,0.001869,128,1.828571,0.119626,18,0.257143,0.016822,1.538318,4.725234,6
6234,1217,2055,73,3,0,9,2078,135.222222,66585,3,22195,4670.884463,0,1095,0.17565,39,0.534247,13,9,0.123288,3,1,0,0.333333,16.671233,34,5,0.068493,0.09589,0,0,0,0,28,0.237288,0.383562,0.023007,11.032272,12.544388,47.05996,10.837007,3790.431846,14544.937461,229.990591,-0.089041,3317.457099,427,5.849315,0.350863,430,5.890411,0.353328,183,2.506849,0.15037,,0.09696,76,1.041096,0.062449,22,0.30137,0.018077,2,0.027397,0.001643,91,1.246575,50,0.684932,0.041085,36,0.493151,0.029581,27,0.369863,0.022186,30,0.410959,0.410959,2,0.027397,0.001643,150,2.054795,0.123254,26,0.356164,0.021364,1.688578,5.122432,6
11298,2124,3662,110,4,3,19,2824.5,111.789474,66585,3,22195,4662.405264,0.75,1095,0.09692,41,0.372727,10.25,16,0.145455,4,2,0,0.5,19.309091,49,2,0.145455,0.254545,0,0,0,0,75,0.409836,0.681818,0.035311,13.27802,13.943992,41.376951,12.28499,2183.015538,8376.324157,188.249647,-0.368182,1909.705309,690,6.272727,0.324859,780,7.090909,0.367232,320,2.909091,0.150659,,0.086158,110,1,0.051789,24,0.218182,0.011299,3,0.027273,0.001412,178,1.618182,69,0.627273,0.032486,82,0.745455,0.038606,49,0.445455,0.02307,67,0.609091,0.609091,2,0.018182,0.000942,320,2.909091,0.150659,32,0.290909,0.015066,1.724105,5.319209,6
15550,2932,5189,166,5,3,24,3110,122.166667,66585,3,22195,4652.9962,0.6,1095,0.070418,79,0.475904,15.8,53,0.319277,10.6,8,0,1.6,17.662651,43,2,0.084337,0.13253,0,0,0,0,92,0.384937,0.554217,0.031378,12.381032,13.709004,39.183876,12.181858,1591.758103,6105.005727,154.246842,-0.563253,1391.964573,858,5.168675,0.292633,1059,6.379518,0.361187,363,2.186747,0.123806,,0.081514,126,0.759036,0.042974,18,0.108434,0.006139,2,0.012048,0.000682,224,1.349398,113,0.680723,0.03854,88,0.53012,0.030014,46,0.277108,0.015689,89,0.536145,0.536145,3,0.018072,0.001023,354,2.13253,0.120737,37,0.222892,0.012619,1.769782,5.303547,6
6213,1188,2021,72,3,0,5,2071,237.6,66585,3,22195,4646.405815,0,1095,0.176243,43,0.597222,14.333333,18,0.25,6,0,0,0,16.5,31,8,0.055556,0.166667,0,0,0,0,30,0.252101,0.416667,0.025253,11.452348,13.157273,46.167803,10.918906,3925.219529,15070.624579,232.809249,-0.034722,3435.523545,421,5.847222,0.354377,419,5.819444,0.352694,177,2.458333,0.14899,,0.100168,65,0.902778,0.054714,22,0.305556,0.018519,3,0.041667,0.002525,87,1.208333,51,0.708333,0.042929,37,0.513889,0.031145,27,0.375,0.022727,46,0.638889,0.638889,3,0.041667,0.002525,170,2.361111,0.143098,30,0.416667,0.025253,1.701178,5.229798,6
21563,4020,7003,196,5,7,29,4312.6,138.62069,66585,3,22195,4638.54725,1.4,1095,0.050781,144,0.734694,28.8,70,0.357143,14,5,0,1,20.510204,72,3,0.153061,0.295918,0,0,0,0,130,0.443686,0.663265,0.032338,14.089214,14.296726,38.640576,12.965049,1174.850848,4502.773886,142.852653,-0.630102,1025.70905,1145,5.841837,0.284826,1515,7.729592,0.376866,486,2.479592,0.120896,,0.072886,182,0.928571,0.045274,45,0.229592,0.011194,2,0.010204,0.000498,281,1.433673,132,0.673469,0.032836,133,0.678571,0.033085,59,0.30102,0.014677,116,0.591837,0.591837,3,0.015306,0.000746,564,2.877551,0.140299,36,0.183673,0.008955,1.74204,5.36393,6
21939,4445,7388,197,4,8,50,5484.75,88.9,66585,3,22195,4663.40997,2,1095,0.049911,101,0.51269,25.25,21,0.106599,5.25,21,0,5.25,22.563452,102,2,0.172589,0.335025,0,0,0,0,113,0.413919,0.573604,0.025422,13.098675,11.909813,43.320093,12.822435,1071.630555,4103.440842,142.992368,-0.65736,935.147206,1168,5.928934,0.262767,1584,8.040609,0.356355,532,2.700508,0.119685,,0.061417,203,1.030457,0.045669,149,0.756345,0.033521,10,0.050761,0.00225,398,2.020305,172,0.873096,0.038695,85,0.431472,0.019123,51,0.258883,0.011474,132,0.670051,0.670051,3,0.015228,0.000675,567,2.878173,0.127559,33,0.167513,0.007424,1.662092,4.935658,6
3552,679,1240,26,8,0,19,444,35.736842,66585,3,22195,4651.578116,0,1095,0.308277,35,1.346154,4.375,41,1.576923,5.125,3,0,0.375,26.115385,119,11,0.153846,0.538462,0,0,0,0,20,0.588235,0.769231,0.029455,16.26675,13.826156,25.830094,16.144337,6976.690631,26772.654413,388.396719,1.980769,6102.801926,290,11.153846,0.427099,301,11.576923,0.443299,167,6.423077,0.24595,,0.050074,27,1.038462,0.039764,12,0.461538,0.017673,6,0.230769,0.008837,42,1.615385,36,1.384615,0.053019,16,0.615385,0.023564,9,0.346154,0.013255,34,1.307692,1.307692,3,0.115385,0.004418,99,3.807692,0.145803,15,0.576923,0.022091,1.826215,5.231222,6
14590,2811,4874,151,7,0,26,2084.285714,108.115385,66585,3,22195,4639.226665,0,1095,0.075051,93,0.615894,13.285714,26,0.172185,3.714286,12,0,1.714286,18.615894,71,2,0.139073,0.231788,0,0,0,0,131,0.555085,0.86755,0.046603,12.324372,13.129064,41.251714,12.130248,1698.332163,6509.777662,163.385,-0.519868,1484.163175,1009,6.682119,0.358947,903,5.980132,0.321238,444,2.940397,0.157951,,0.083956,174,1.152318,0.0619,36,0.238411,0.012807,8,0.05298,0.002846,237,1.569536,127,0.84106,0.04518,61,0.403974,0.0217,34,0.225166,0.012095,109,0.721854,0.721854,3,0.019868,0.001067,321,2.125828,0.114194,32,0.211921,0.011384,1.733903,5.190324,6
10532,2162,3596,88,5,2,15,2106.4,144.133333,66585,3,22195,4629.96233,0.4,1095,0.103969,20,0.227273,4,3,0.034091,0.6,8,0,1.6,24.568182,202,5,0.147727,0.477273,0,0,0,0,79,0.537415,0.897727,0.03654,13.798457,11.639112,41.185252,13.618233,2216.006736,8490.668825,213.420672,-0.244318,1935.244661,743,8.443182,0.343663,671,7.625,0.310361,337,3.829545,0.155874,,0.067993,103,1.170455,0.047641,53,0.602273,0.024514,11,0.125,0.005088,139,1.579545,93,1.056818,0.043016,42,0.477273,0.019426,25,0.284091,0.011563,52,0.590909,0.590909,5,0.056818,0.002313,325,3.693182,0.150324,29,0.329545,0.013414,1.663275,4.871415,6
10636,2266,3535,88,5,1,20,2127.2,113.3,66585,3,22195,4619.269268,0.2,1095,0.102952,47,0.534091,9.4,31,0.352273,6.2,3,0,0.6,25.75,97,5,0.159091,0.386364,0,0,0,0,80,0.412371,0.909091,0.035305,13.552485,10.649638,48.721257,12.860708,2121.191439,8127.487662,213.718499,-0.323864,1852.294922,786,8.931818,0.346867,702,7.977273,0.309797,334,3.795455,0.147396,,0.085613,154,1.75,0.067961,104,1.181818,0.045896,13,0.147727,0.005737,140,1.590909,80,0.909091,0.035305,66,0.75,0.029126,38,0.431818,0.01677,64,0.727273,0.727273,4,0.045455,0.001765,325,3.693182,0.143425,43,0.488636,0.018976,1.560018,4.693733,6
6896,1431,2431,52,10,3,20,689.6,71.55,66585,3,22195,4603.37792,0.3,1095,0.158788,1,0.019231,0.1,0,0,0,0,0,0,27.519231,98,5,0.230769,0.365385,0,0,0,0,53,0.519608,1.019231,0.037037,15.027142,11.460154,35.183484,15.188482,3361.783374,12883.347206,277.41644,0.298077,2936.722257,496,9.538462,0.346611,441,8.480769,0.308176,204,3.923077,0.142558,,0.071279,71,1.365385,0.049616,34,0.653846,0.02376,9,0.173077,0.006289,126,2.423077,66,1.269231,0.046122,39,0.75,0.027254,23,0.442308,0.016073,51,0.980769,0.980769,3,0.057692,0.002096,176,3.384615,0.122991,28,0.538462,0.019567,1.698812,4.819008,6
15610,3018,5383,107,12,5,44,1300.833333,68.590909,66585,3,22195,4582.054042,0.416667,1095,0.070147,98,0.915888,8.166667,62,0.579439,5.166667,3,0,0.25,28.205607,87,6,0.196262,0.420561,0,0,0,0,85,0.456989,0.794393,0.028164,17.034335,13.563685,27.31108,16.457039,1609.08211,6156.926011,194.882847,-0.331776,1401.906376,830,7.757009,0.275017,1019,9.523364,0.337641,367,3.429907,0.121604,,0.06163,112,1.046729,0.037111,45,0.420561,0.014911,10,0.093458,0.003313,294,2.747664,120,1.121495,0.039761,73,0.682243,0.024188,38,0.35514,0.012591,128,1.196262,1.196262,5,0.046729,0.001657,433,4.046729,0.143472,41,0.383178,0.013585,1.783632,5.1723,6
14294,2589,5068,86,7,0,26,2042,99.576923,66585,3,22195,4568.006932,0,1095,0.076606,63,0.732558,9,42,0.488372,6,4,0,0.571429,30.104651,128,6,0.209302,0.418605,0,0,0,0,64,0.397516,0.744186,0.02472,19.626474,15.680541,10.673217,19.249462,1885.753718,7213.934685,217.656684,-0.087209,1640.995647,813,9.453488,0.314021,952,11.069767,0.36771,418,4.860465,0.161452,,0.062186,110,1.27907,0.042487,54,0.627907,0.020857,9,0.104651,0.003476,208,2.418605,110,1.27907,0.042487,71,0.825581,0.027424,37,0.430233,0.014291,103,1.197674,1.197674,4,0.046512,0.001545,372,4.325581,0.143685,28,0.325581,0.010815,1.957513,5.521051,6
3694,790,1210,32,3,0,6,1231.333333,131.666667,66585,3,22195,4562.593887,0,1095,0.296427,358,11.1875,119.333333,7,0.21875,2.333333,7,0,2.333333,24.6875,49,9,0.28125,0.375,0,0,0,0,51,0.944444,1.59375,0.064557,12.937472,10.495595,52.199972,12.111543,6156.457278,23592.409019,354.989463,1.015625,5371.862013,280,8.75,0.35443,284,8.875,0.359494,125,3.90625,0.158228,,0.068354,39,1.21875,0.049367,8,0.25,0.010127,4,0.125,0.005063,39,1.21875,27,0.84375,0.034177,13,0.40625,0.016456,13,0.40625,0.016456,26,0.8125,0.8125,1,0.03125,0.001266,109,3.40625,0.137975,15,0.46875,0.018987,1.531646,4.675949,6
16182,3107,5405,141,4,6,31,4045.5,100.225806,66585,3,22195,4557.239869,1.5,1095,0.067668,75,0.531915,18.75,15,0.106383,3.75,5,0,1.25,22.035461,56,8,0.148936,0.333333,0,0,0,0,70,0.3125,0.496454,0.02253,14.118538,13.481159,37.297137,13.531348,1579.602726,6047.049255,171.17769,-0.507092,1376.624831,989,7.014184,0.318313,1144,8.113475,0.368201,405,2.87234,0.130351,,0.072095,168,1.191489,0.054071,14,0.099291,0.004506,5,0.035461,0.001609,200,1.41844,135,0.957447,0.04345,62,0.439716,0.019955,38,0.269504,0.01223,96,0.680851,0.680851,4,0.028369,0.001287,353,2.503546,0.113614,30,0.212766,0.009656,1.73962,5.208239,6
13348,2755,4468,141,5,5,21,2669.6,131.190476,66585,3,22195,4546.740007,1,1095,0.082035,79,0.560284,15.8,13,0.092199,2.6,3,0,0.6,19.539007,71,5,0.163121,0.29078,1,0.007092,0,0,105,0.368421,0.744681,0.038113,11.159496,11.173735,49.80044,11.1672,1785.949904,6841.286751,171.492802,-0.542553,1558.014945,987,7,0.358258,846,6,0.307078,411,2.914894,0.149183,,0.103448,190,1.347518,0.068966,150,1.06383,0.054446,15,0.106383,0.005445,161,1.141844,120,0.851064,0.043557,102,0.723404,0.037024,58,0.411348,0.021053,67,0.475177,0.475177,4,0.028369,0.001452,374,2.652482,0.135753,40,0.283688,0.014519,1.621779,4.845009,6
