"characterCount","wordCount","syllableCount","sentenceCount","sectionCount","subsectionCount","paragraphCount","meanSectionSize","meanParagraphSize","largestSectionSize","shortestSectionSize","largestShortestSectionRatio","sectionSizeStandardDeviation","meanOfSubsectionsPerSection","abstractSize","abstractSizeArtcileLengthRatio","citationCount","citationCountPerSentence","citationCountPerSection","externalLinksCount","externalLinksPerSentence","externalLinksPerSection","imageCount","imagePerSentence","imagePerSection","meanSentenceSize","largestSentenceSize","shortestSentenceSize","largeSentenceRate","shortSentenceRate","questionCount","questionRatio","exclamationCount","exclamationRatio","toBeVerbCount","toBeVerbRatio","toBeVerbPerSentence","toBeVerbRate","automatedReadabilityIndex","colemanLiauIndex","fleshReadingEase","fleschKincaidGradeLevel","gunningFogIndex","lasbarhetsIndex","smogGrading","linsearWriteFormula","daleChallReadabilityFormula","differentWordCount","differentWordsPerSentence","differentWordsRate","nounCount","nounsPerSentence","nounsRate","differentNounCount","differentNounsPerSentence","differentNounsRate","verbCountentence","verbsRate","differentVerbCount","differentVerbsPerSentence","differentVerbsRate","pronounCount","pronounsPerSentence","pronounsRate","differentPronounCount","differentPronounsPerSentence","differentPronounsRate","adjectiveCount","adjectivesPerSentence","differentAdjectiveCount","differentAdjectivesPerSentence","differentAdjectivesRate","adverbCount","adverbsPerSentence","adverbsRate","differentAdverbCount","differentAdverbsPerSentence","differentAdverbsRate","coordinatingConjunctionCount","coordinatingConjunctionsPerSentence","coordinatingConjunctionsRate","differentCoordinatingConjunctionCount","differentCoordinatingConjunctionsPerSentence","differentCoordinatingConjunctionsRate","subordinatingPrepositionAndConjunctionCount","subordinatingPrepositionsAndConjunctionsPerSentence","subordinatingPrepositionsAndConjunctionsRate","differentSubordinatingPrepositionAndConjunctionCount","differentSubordinatingPrepositionsAndConjunctionsPerSentence","differentSubordinatingPrepositionsAndConjunctionsRate","syllablesPerWord","charactersPerWord","qualityClass"
13312,2526,4483,97,5,4,31,2662.4,81.483871,66585,3,22195,4042.827106,0.8,1095,0.082257,54,0.556701,10.8,27,0.278351,5.4,3,0,0.6,26.041237,98,2,0.195876,0.443299,0,0,0,0,79,0.461988,0.814433,0.031275,16.412281,14.050895,30.259914,15.508046,4085.824254,15376.205486,297.389134,-0.201031,3545.038644,914,9.42268,0.361837,875,9.020619,0.346397,423,4.360825,0.167458,,0.067696,131,1.350515,0.051861,44,0.453608,0.017419,7,0.072165,0.002771,223,2.298969,131,1.350515,0.051861,87,0.896907,0.034442,48,0.494845,0.019002,103,1.061856,1.061856,4,0.041237,0.001584,352,3.628866,0.139351,33,0.340206,0.013064,1.774743,5.269992,4
9815,2008,3297,76,3,2,11,3271.666667,182.545455,66585,3,22195,4040.709629,0.666667,1095,0.111564,46,0.605263,15.333333,37,0.486842,12.333333,2,0,0.666667,26.421053,104,9,0.157895,0.460526,0,0,0,0,58,0.329545,0.763158,0.028884,14.802762,11.820817,41.110161,14.089011,5144.532564,19361.377273,335.801226,-0.177632,4464.544678,816,10.736842,0.406375,681,8.960526,0.339143,391,5.144737,0.194721,,0.087649,132,1.736842,0.065737,159,2.092105,0.079183,19,0.25,0.009462,136,1.789474,82,1.078947,0.040837,51,0.671053,0.025398,38,0.5,0.018924,90,1.184211,1.184211,3,0.039474,0.001494,240,3.157895,0.119522,34,0.447368,0.016932,1.641932,4.887948,4
7386,1665,2455,74,8,3,15,923.25,111,66585,3,22195,4035.840289,0.375,1095,0.148253,39,0.527027,4.875,18,0.243243,2.25,8,0,1,22.5,44,3,0.175676,0.243243,0,0,0,0,53,0.410853,0.716216,0.031832,10.71373,8.968336,59.256959,10.583799,6204.843844,23364.001802,340.382573,-0.195946,5387.539791,553,7.472973,0.332132,466,6.297297,0.27988,193,2.608108,0.115916,,0.077477,113,1.527027,0.067868,39,0.527027,0.023423,8,0.108108,0.004805,101,1.364865,71,0.959459,0.042643,72,0.972973,0.043243,34,0.459459,0.02042,75,1.013514,1.013514,3,0.040541,0.001802,239,3.22973,0.143544,31,0.418919,0.018619,1.474474,4.436036,4
36014,7178,12386,253,4,10,59,9003.5,121.661017,66585,3,22195,4078.530379,2.5,1095,0.030405,169,0.667984,42.25,137,0.541502,34.25,11,0,2.75,28.371542,111,2,0.221344,0.501976,0,0,0,0,183,0.33578,0.72332,0.025495,16.387136,12.658278,32.056331,15.836395,1456.235772,5470.250109,186.012114,-0.737154,1260.720491,1862,7.359684,0.259404,2445,9.664032,0.340624,897,3.545455,0.124965,,0.075926,313,1.237154,0.043605,242,0.956522,0.033714,18,0.071146,0.002508,505,1.996047,241,0.952569,0.033575,173,0.683794,0.024101,86,0.339921,0.011981,256,1.011858,1.011858,5,0.019763,0.000697,945,3.735178,0.131652,45,0.177866,0.006269,1.72555,5.017275,4
51360,10146,17640,377,6,16,76,8560,133.5,66585,3,22195,4094.852962,2.666667,1095,0.02132,458,1.214854,76.333333,109,0.289125,18.166667,4,0,0.666667,26.912467,123,2,0.209549,0.400531,0,0,1,0.002653,270,0.323741,0.71618,0.026611,15.868694,12.865247,32.431915,15.421533,1041.232166,3903.416133,153.550205,-0.818302,899.750475,2925,7.758621,0.288291,3091,8.198939,0.304652,1396,3.702918,0.137591,,0.0822,450,1.193634,0.044352,474,1.257294,0.046718,22,0.058355,0.002168,843,2.236074,444,1.177719,0.043761,331,0.877984,0.032624,147,0.38992,0.014488,394,1.045093,1.045093,7,0.018568,0.00069,1401,3.71618,0.138084,55,0.145889,0.005421,1.738616,5.062093,4
38808,7763,13317,380,16,18,100,2425.5,77.63,66585,3,22195,4088.995798,1.125,1095,0.028216,202,0.531579,12.625,147,0.386842,9.1875,26,0,1.625,20.428947,82,3,0.15,0.315789,0,0,0,0,335,0.597148,0.881579,0.043153,12.330227,12.145774,40.972966,12.619541,1362.787063,5119.017793,153.389989,-0.827632,1180.820698,2198,5.784211,0.283138,2740,7.210526,0.352956,1232,3.242105,0.158702,,0.072266,211,0.555263,0.02718,110,0.289474,0.01417,11,0.028947,0.001417,699,1.839474,292,0.768421,0.037614,168,0.442105,0.021641,78,0.205263,0.010048,295,0.776316,0.776316,5,0.013158,0.000644,1063,2.797368,0.136932,49,0.128947,0.006312,1.715445,4.999098,4
29335,5722,10217,220,9,7,71,3259.444444,80.591549,66585,3,22195,4084.313298,0.777778,1095,0.037327,64,0.290909,7.111111,26,0.118182,2.888889,14,0,1.555556,26.009091,99,2,0.213636,0.431818,0,0,0,0,197,0.466825,0.895455,0.034429,15.721321,13.206956,29.377017,15.623206,1856.77903,6973.285068,201.070906,-0.697727,1607.263851,1735,7.886364,0.303216,1815,8.25,0.317197,807,3.668182,0.141035,,0.07375,250,1.136364,0.043691,121,0.55,0.021146,10,0.045455,0.001748,582,2.645455,299,1.359091,0.052254,201,0.913636,0.035128,90,0.409091,0.015729,233,1.059091,1.059091,5,0.022727,0.000874,819,3.722727,0.143132,52,0.236364,0.009088,1.785564,5.126704,4
20130,3590,6805,119,7,5,29,2875.714286,123.793103,66585,3,22195,4081.149438,0.714286,1095,0.054396,47,0.394958,6.714286,38,0.319328,5.428571,4,0,0.571429,30.168067,122,2,0.210084,0.436975,0,0,0,0,108,0.415385,0.907563,0.030084,20.064145,16.189415,15.851459,18.542956,2965.70511,11138.379511,272.758539,-0.382353,2566.600711,1341,11.268908,0.373538,1200,10.084034,0.334262,690,5.798319,0.192201,,0.072423,171,1.436975,0.047632,93,0.781513,0.025905,16,0.134454,0.004457,351,2.94958,200,1.680672,0.05571,129,1.084034,0.035933,70,0.588235,0.019499,182,1.529412,1.529412,5,0.042017,0.001393,463,3.890756,0.128969,39,0.327731,0.010864,1.895543,5.607242,4
8208,1797,2668,89,7,2,24,1172.571429,74.875,66585,3,22195,4076.494799,0.285714,1095,0.133406,7,0.078652,1,18,0.202247,2.571429,8,0,1.142857,20.191011,51,5,0.089888,0.247191,0,0,0,0,60,0.359281,0.674157,0.033389,10.178961,9.591564,60.735781,9.803916,5913.051363,22234.494053,315.020217,-0.286517,5126.97724,592,6.651685,0.329438,477,5.359551,0.265442,173,1.94382,0.096272,,0.092933,103,1.157303,0.057318,50,0.561798,0.027824,9,0.101124,0.005008,169,1.898876,106,1.191011,0.058987,95,1.067416,0.052866,54,0.606742,0.03005,53,0.595506,0.595506,3,0.033708,0.001669,205,2.303371,0.114079,34,0.382022,0.01892,1.484697,4.567613,4
31216,5765,10611,236,9,15,67,3468.444444,86.044776,66585,3,22195,4072.300785,1.666667,1095,0.035078,414,1.754237,46,20,0.084746,2.222222,13,0,1.444444,24.427966,60,6,0.20339,0.330508,0,0,0,0,213,0.524631,0.902542,0.036947,16.287428,14.82697,26.32672,15.655866,1860.081681,6980.960215,195.164326,-0.701271,1609.317548,1565,6.631356,0.271466,1815,7.690678,0.314831,619,2.622881,0.107372,,0.070425,224,0.949153,0.038855,59,0.25,0.010234,9,0.038136,0.001561,635,2.690678,334,1.415254,0.057936,178,0.754237,0.030876,85,0.360169,0.014744,195,0.826271,0.826271,4,0.016949,0.000694,794,3.364407,0.137728,40,0.169492,0.006938,1.84059,5.414744,4
13068,2430,4312,92,7,6,33,1866.857143,73.636364,66585,3,22195,4068.679011,0.857143,1095,0.083792,43,0.467391,6.142857,20,0.217391,2.857143,2,0,0.285714,26.413043,71,9,0.217391,0.456522,0,0,0,0,64,0.290909,0.695652,0.026337,17.105855,14.700675,29.904279,15.650017,4409.380032,16562.184928,311.016561,-0.211957,3818.673447,689,7.48913,0.283539,849,9.228261,0.349383,284,3.086957,0.116872,,0.090535,123,1.336957,0.050617,51,0.554348,0.020988,11,0.119565,0.004527,125,1.358696,66,0.717391,0.02716,51,0.554348,0.020988,32,0.347826,0.013169,91,0.98913,0.98913,5,0.054348,0.002058,270,2.934783,0.111111,34,0.369565,0.013992,1.774486,5.377778,4
8056,1622,2718,81,7,0,21,1150.857143,77.238095,66585,3,22195,4064.435475,0,1095,0.135924,16,0.197531,2.285714,7,0.08642,1,2,0,0.285714,20.024691,66,8,0.160494,0.296296,0,0,0,0,42,0.278146,0.518519,0.025894,11.975539,11.926067,44.744957,11.992996,6605.173872,24821.529006,331.433343,-0.141975,5724.71785,661,8.160494,0.407522,531,6.555556,0.327374,281,3.469136,0.173243,,0.093095,127,1.567901,0.078298,71,0.876543,0.043773,11,0.135802,0.006782,105,1.296296,83,1.024691,0.051171,53,0.654321,0.032676,38,0.469136,0.023428,81,1,1,4,0.049383,0.002466,194,2.395062,0.119605,27,0.333333,0.016646,1.675709,4.966708,4
13227,2669,4439,127,6,6,38,2204.5,70.236842,66585,3,22195,4061.353621,1,1095,0.082785,29,0.228346,4.833333,20,0.15748,3.333333,10,0,1.666667,21.015748,66,2,0.181102,0.362205,0,0,1,0.007874,106,0.507177,0.834646,0.039715,12.419639,11.93157,44.799857,12.231545,4025.326494,15119.36935,265.57148,-0.437008,3486.702223,818,6.440945,0.306482,823,6.480315,0.308355,317,2.496063,0.118771,,0.078306,121,0.952756,0.045335,41,0.322835,0.015362,6,0.047244,0.002248,267,2.102362,145,1.141732,0.054327,81,0.637795,0.030348,44,0.346457,0.016486,95,0.748031,0.748031,5,0.03937,0.001873,363,2.858268,0.136006,32,0.251969,0.01199,1.66317,4.955789,4
5918,1270,1995,73,4,0,22,1479.5,57.727273,66585,3,22195,4058.634502,0,1095,0.185029,1,0.013699,0.25,1,0.013699,0.25,0,0,0,17.39726,70,2,0.178082,0.410959,0,0,0,0,43,0.52439,0.589041,0.033858,9.216488,9.898457,56.281505,9.731152,8454.077014,31774.112101,349.394944,-0.130137,7329.045247,476,6.520548,0.374803,496,6.794521,0.390551,239,3.273973,0.188189,,0.064567,77,1.054795,0.06063,14,0.191781,0.011024,3,0.041096,0.002362,72,0.986301,38,0.520548,0.029921,21,0.287671,0.016535,13,0.178082,0.010236,40,0.547945,0.547945,3,0.041096,0.002362,169,2.315068,0.133071,20,0.273973,0.015748,1.570866,4.659843,4
49888,9959,17034,441,9,24,126,5543.111111,79.039683,66585,3,22195,4065.318475,2.666667,1095,0.021949,127,0.287982,14.111111,62,0.14059,6.888889,3,0,0.333333,22.582766,75,2,0.21542,0.331066,0,0,0,0,307,0.40448,0.696145,0.030826,13.455367,12.344175,39.212578,13.400149,1094.28263,4099.847547,144.535255,-0.842404,944.994899,2166,4.911565,0.217492,3298,7.478458,0.331158,936,2.122449,0.093985,,0.076212,293,0.664399,0.029421,187,0.424036,0.018777,16,0.036281,0.001607,926,2.099773,354,0.802721,0.035546,345,0.782313,0.034642,121,0.274376,0.01215,402,0.911565,0.911565,8,0.018141,0.000803,1334,3.024943,0.133949,49,0.111111,0.00492,1.710413,5.009338,4
2053,426,712,20,6,4,8,342.166667,53.25,66585,3,22195,4062.360651,0.666667,1095,0.533366,9,0.45,1.5,5,0.25,0.833333,2,0,0.333333,21.3,39,8,0.15,0.15,0,0,0,0,21,0.636364,1.05,0.049296,11.918662,11.147512,43.818317,12.439066,25386.829859,95379.085119,667.23309,2.725,21991.304271,223,11.15,0.523474,139,6.95,0.326291,92,4.6,0.215962,,0.077465,29,1.45,0.068075,12,0.6,0.028169,6,0.3,0.014085,40,2,30,1.5,0.070423,12,0.6,0.028169,12,0.6,0.028169,9,0.45,0.45,3,0.15,0.007042,55,2.75,0.129108,15,0.75,0.035211,1.671362,4.819249,4
17907,3754,5752,175,3,6,41,5969,91.560976,66585,3,22195,4066.187123,2,1095,0.061149,37,0.211429,12.333333,35,0.2,11.666667,0,0,0,21.451429,66,3,0.165714,0.348571,0,0,0,0,117,0.384868,0.668571,0.031167,11.762941,10.868396,55.434949,10.856398,2893.215627,10866.227686,227.821555,-0.665714,2506.473307,1067,6.097143,0.28423,1465,8.371429,0.39025,538,3.074286,0.143314,,0.08098,150,0.857143,0.039957,99,0.565714,0.026372,13,0.074286,0.003463,204,1.165714,102,0.582857,0.027171,108,0.617143,0.028769,69,0.394286,0.01838,156,0.891429,0.891429,4,0.022857,0.001066,430,2.457143,0.114544,43,0.245714,0.011454,1.532232,4.770112,4
12270,2489,4131,62,5,9,20,2454,124.45,66585,3,22195,4062.765022,1.8,1095,0.089242,68,1.096774,13.6,11,0.177419,2.2,4,0,0.8,40.145161,110,5,0.290323,0.483871,0,0,0,0,79,0.427027,1.274194,0.03174,21.861424,12.449257,25.676814,19.651105,4374.274216,16417.060937,380.949955,0.072581,3785.280444,893,14.403226,0.358779,756,12.193548,0.303736,399,6.435484,0.160305,,0.074327,119,1.919355,0.04781,64,1.032258,0.025713,11,0.177419,0.004419,209,3.370968,138,2.225806,0.055444,88,1.419355,0.035356,55,0.887097,0.022097,108,1.741935,1.741935,6,0.096774,0.002411,364,5.870968,0.146243,39,0.629032,0.015669,1.659703,4.929691,4
21210,4260,7140,186,4,4,24,5302.5,177.5,66585,3,22195,4073.165093,1,1095,0.051627,15,0.080645,3.75,12,0.064516,3,0,0,0,22.903226,110,5,0.188172,0.349462,0,0,0,0,143,0.336471,0.768817,0.033568,13.472106,12.18338,41.79386,13.119723,2563.17068,9623.642899,221.590399,-0.663978,2218.675056,1326,7.129032,0.311268,1145,6.155914,0.268779,508,2.731183,0.119249,,0.099765,262,1.408602,0.061502,452,2.430108,0.106103,16,0.086022,0.003756,273,1.467742,194,1.043011,0.04554,188,1.010753,0.044131,99,0.532258,0.023239,218,1.172043,1.172043,5,0.026882,0.001174,523,2.811828,0.12277,34,0.182796,0.007981,1.676056,4.978873,4
8609,1869,2898,100,5,8,28,1721.8,66.75,66585,3,22195,4070.080086,1.6,1095,0.127192,6,0.06,1.2,10,0.1,2,0,0,0,18.69,55,2,0.16,0.31,0,0,0,0,63,0.323077,0.63,0.033708,9.610233,9.70076,56.687122,9.995729,5833.821639,21926.884257,301.19872,-0.415,5056.358168,682,6.82,0.364901,506,5.06,0.270733,274,2.74,0.146602,,0.104334,142,1.42,0.075976,155,1.55,0.082932,10,0.1,0.00535,124,1.24,73,0.73,0.039058,61,0.61,0.032638,40,0.4,0.021402,70,0.7,0.7,4,0.04,0.00214,209,2.09,0.111825,30,0.3,0.016051,1.550562,4.606207,4
4982,1002,1674,52,5,1,12,996.4,83.5,66585,3,22195,4067.296888,0.2,1095,0.219791,1,0.019231,0.2,0,0,0,2,0,0.4,19.269231,45,3,0.134615,0.288462,0,0,0,0,45,0.432692,0.865385,0.04491,11.622999,11.899561,45.939006,11.638772,10883.037034,40912.917636,416.622268,0.432692,9433.995747,467,8.980769,0.466068,308,5.923077,0.307385,194,3.730769,0.193613,,0.103792,101,1.942308,0.100798,61,1.173077,0.060878,11,0.211538,0.010978,63,1.211538,58,1.115385,0.057884,25,0.480769,0.02495,21,0.403846,0.020958,37,0.711538,0.711538,3,0.057692,0.002994,113,2.173077,0.112774,28,0.538462,0.027944,1.670659,4.972056,4
5982,1218,1964,58,3,3,18,1994,67.666667,66585,3,22195,4065.162756,1,1095,0.183049,26,0.448276,8.666667,23,0.396552,7.666667,1,0,0.333333,21,55,2,0.12069,0.327586,0,0,3,0.051724,29,0.305263,0.5,0.02381,12.202365,11.669097,49.104236,11.627258,8961.799015,33689.101314,394.797521,0.25,7767.913272,529,9.12069,0.434319,419,7.224138,0.344007,222,3.827586,0.182266,,0.077997,87,1.5,0.071429,26,0.448276,0.021346,5,0.086207,0.004105,59,1.017241,44,0.758621,0.036125,36,0.62069,0.029557,30,0.517241,0.024631,29,0.5,0.5,2,0.034483,0.001642,145,2.5,0.119048,27,0.465517,0.022167,1.612479,4.91133,4
14757,2917,4979,102,7,2,32,2108.142857,91.15625,66585,3,22195,4060.424658,0.285714,1095,0.074202,65,0.637255,9.285714,6,0.058824,0.857143,1,0,0.142857,28.598039,127,3,0.215686,0.421569,0,0,0,0,87,0.391892,0.852941,0.029825,16.696743,12.911676,33.405042,15.704545,3758.302431,14113.937833,298.805722,-0.416667,3252.728305,1059,10.382353,0.363044,959,9.401961,0.328762,476,4.666667,0.163181,,0.076106,158,1.54902,0.054165,77,0.754902,0.026397,14,0.137255,0.004799,224,2.196078,140,1.372549,0.047995,103,1.009804,0.03531,63,0.617647,0.021598,94,0.921569,0.921569,4,0.039216,0.001371,404,3.960784,0.138498,34,0.333333,0.011656,1.706891,5.058965,4
9598,2071,3114,81,4,9,20,2399.5,103.55,66585,3,22195,4057.4875,2.25,1095,0.114086,27,0.333333,6.75,23,0.283951,5.75,2,0,0.5,25.567901,100,5,0.160494,0.358025,0,0,0,0,59,0.304124,0.728395,0.028489,13.182333,10.293018,53.677207,12.124214,5292.332424,19889.075419,335.074004,-0.154321,4585.209313,836,10.320988,0.40367,693,8.555556,0.334621,393,4.851852,0.189763,,0.093675,152,1.876543,0.073394,150,1.851852,0.072429,15,0.185185,0.007243,98,1.209877,80,0.987654,0.038629,70,0.864198,0.0338,45,0.555556,0.021729,79,0.975309,0.975309,3,0.037037,0.001449,236,2.91358,0.113955,29,0.358025,0.014003,1.503621,4.634476,4
50742,9642,17409,273,7,7,55,7248.857143,175.309091,66585,3,22195,4131.687535,1,1095,0.02158,67,0.245421,9.571429,22,0.080586,3.142857,1,0,0.142857,35.318681,174,2,0.25641,0.457875,0,0,0,0,252,0.343793,0.923077,0.026136,21.016192,14.306011,18.238001,19.489637,1158.24695,4328.248804,184.702769,-0.75641,995.872637,2686,9.838828,0.278573,3205,11.739927,0.3324,1380,5.054945,0.143124,,0.076022,413,1.512821,0.042833,365,1.336996,0.037855,23,0.084249,0.002385,696,2.549451,381,1.395604,0.039515,315,1.153846,0.03267,107,0.391941,0.011097,299,1.095238,1.095238,8,0.029304,0.00083,1451,5.315018,0.150487,58,0.212454,0.006015,1.805538,5.262601,4
10838,2028,3640,112,6,4,21,1806.333333,96.571429,66585,3,22195,4128.092334,0.666667,1095,0.101033,31,0.276786,5.166667,5,0.044643,0.833333,2,0,0.333333,18.107143,48,7,0.107143,0.258929,0,0,0,0,90,0.526316,0.803571,0.044379,12.794666,13.989073,36.610096,12.651273,5455.724119,20486.03405,286.841054,-0.388393,4720.932869,715,6.383929,0.352564,622,5.553571,0.306706,298,2.660714,0.146943,,0.08432,88,0.785714,0.043393,35,0.3125,0.017258,4,0.035714,0.001972,241,2.151786,112,1,0.055227,92,0.821429,0.045365,41,0.366071,0.020217,97,0.866071,0.866071,4,0.035714,0.001972,190,1.696429,0.093688,27,0.241071,0.013314,1.794872,5.344181,4
79070,15641,27127,564,9,15,54,8785.555556,289.648148,66585,3,22195,4150.746824,1.666667,1095,0.013848,236,0.41844,26.222222,46,0.08156,5.111111,18,0,2,27.73227,107,5,0.202128,0.368794,0,0,0,0,461,0.342751,0.817376,0.029474,16.246614,12.857835,31.960565,15.690939,726.277359,2711.424707,130.33776,-0.873227,622.659358,2720,4.822695,0.173902,4835,8.572695,0.309123,1070,1.897163,0.06841,,0.085992,418,0.741135,0.026725,391,0.693262,0.024998,15,0.026596,0.000959,1054,1.868794,369,0.654255,0.023592,587,1.04078,0.03753,179,0.317376,0.011444,480,0.851064,0.851064,6,0.010638,0.000384,1962,3.478723,0.12544,53,0.093972,0.003389,1.734352,5.055303,4
35513,6793,12188,293,9,18,98,3945.888889,69.316327,66585,3,22195,4147.305935,2,1095,0.030834,169,0.576792,18.777778,150,0.511945,16.666667,27,0,3,23.1843,99,2,0.167235,0.351536,0,0,0,0,178,0.404545,0.607509,0.026203,14.785473,13.663218,31.513623,14.623436,1664.666036,6234.465028,180.083923,-0.745734,1434.101053,1976,6.744027,0.290888,2816,9.610922,0.414544,1178,4.020478,0.173414,,0.064773,246,0.83959,0.036214,54,0.1843,0.007949,10,0.03413,0.001472,402,1.372014,214,0.730375,0.031503,97,0.331058,0.014279,48,0.163823,0.007066,248,0.846416,0.846416,4,0.013652,0.000589,843,2.877133,0.124098,43,0.146758,0.00633,1.7942,5.227882,4
8898,1594,3109,89,8,12,31,1112.25,51.419355,66585,3,22195,4142.530513,1.5,1095,0.123061,136,1.52809,17,63,0.707865,7.875,0,0,0,17.910112,63,2,0.157303,0.325843,0,0,0,0,69,0.530769,0.775281,0.043287,13.817139,15.37054,23.649084,14.410126,7072.358524,26527.193,324.440516,-0.196629,6103.496542,664,7.460674,0.416562,508,5.707865,0.318695,280,3.146067,0.175659,,0.081556,81,0.910112,0.050816,26,0.292135,0.016311,5,0.05618,0.003137,184,2.067416,136,1.52809,0.08532,64,0.719101,0.040151,39,0.438202,0.024467,59,0.662921,0.662921,3,0.033708,0.001882,210,2.359551,0.131744,29,0.325843,0.018193,1.950439,5.582183,4
25370,5303,8576,224,7,10,40,3624.285714,132.575,66585,3,22195,4139.365217,1.428571,1095,0.043161,58,0.258929,8.285714,96,0.428571,13.714286,18,0,2.571429,23.674107,104,3,0.169643,0.352679,1,0.004464,0,0,213,0.424303,0.950893,0.040166,12.940091,11.080106,45.990846,12.725836,2139.705358,8015.197899,205.974692,-0.667411,1843.715982,1614,7.205357,0.304356,1491,6.65625,0.281162,615,2.745536,0.115972,,0.094663,267,1.191964,0.050349,366,1.633929,0.069018,21,0.09375,0.00396,457,2.040179,288,1.285714,0.054309,242,1.080357,0.045635,111,0.495536,0.020932,250,1.116071,1.116071,5,0.022321,0.000943,634,2.830357,0.119555,43,0.191964,0.008109,1.617198,4.784084,4
34153,6337,11591,275,9,29,97,3794.777778,65.329897,66585,3,22195,4138.034044,3.222222,1095,0.032062,117,0.425455,13,95,0.345455,10.555556,17,0,1.888889,23.043636,58,3,0.181818,0.305455,0,0,0,0,165,0.435356,0.6,0.026038,15.476169,14.605498,28.703939,14.980386,1800.834939,6744.753468,186.661648,-0.729091,1551.297463,1795,6.527273,0.283257,2536,9.221818,0.400189,943,3.429091,0.148809,,0.059807,211,0.767273,0.033297,59,0.214545,0.00931,8,0.029091,0.001262,574,2.087273,298,1.083636,0.047025,109,0.396364,0.017201,64,0.232727,0.010099,289,1.050909,1.050909,4,0.014545,0.000631,748,2.72,0.118037,36,0.130909,0.005681,1.829099,5.389459,4
4673,906,1593,38,4,0,9,1168.25,100.666667,66585,3,22195,4135.74933,0,1095,0.234325,49,1.289474,12.25,21,0.552632,5.25,2,0,0.5,23.842105,57,6,0.131579,0.394737,0,0,0,0,30,0.428571,0.789474,0.033113,14.784463,13.286578,33.884932,14.456103,12549.713443,47073.201876,497.029146,0.907895,10829.282347,391,10.289474,0.431567,316,8.315789,0.348786,168,4.421053,0.18543,,0.077263,47,1.236842,0.051876,13,0.342105,0.014349,6,0.157895,0.006623,73,1.921053,58,1.526316,0.064018,31,0.815789,0.034216,27,0.710526,0.029801,39,1.026316,1.026316,3,0.078947,0.003311,122,3.210526,0.134658,24,0.631579,0.02649,1.758278,5.157837,4
289,59,101,2,2,0,2,144.5,29.5,66585,3,22195,4134.875887,0,1095,3.788927,2,1,1,2,1,1,2,0,1,29.5,43,19,0.5,0.5,0,0,0,0,0,0,0,0,16.391017,11.998644,32.068771,16.115,192584.681356,722553.564972,2156.027388,32.75,166232.317497,44,22,0.745763,22,11,0.372881,14,7,0.237288,,0.067797,5,2.5,0.084746,2,1,0.033898,1,0.5,0.016949,2,1,2,1,0.033898,2,1,0.033898,2,1,0.033898,1,0.5,0.5,1,0.5,0.016949,10,5,0.169492,7,3.5,0.118644,1.711864,4.898305,4
9555,2033,3081,77,4,14,23,2388.75,88.391304,66585,3,22195,4132.295332,3.5,1095,0.1146,17,0.220779,4.25,17,0.220779,4.25,3,0,0.75,26.402597,75,11,0.181818,0.324675,0,0,0,0,56,0.35,0.727273,0.027545,13.908067,10.714609,51.825542,12.589846,5603.753366,21018.280183,350.239914,-0.175325,4835.295803,910,11.818182,0.447614,737,9.571429,0.362518,463,6.012987,0.227742,,0.078701,146,1.896104,0.071815,131,1.701299,0.064437,16,0.207792,0.00787,96,1.246753,80,1.038961,0.039351,48,0.623377,0.02361,35,0.454545,0.017216,60,0.779221,0.779221,5,0.064935,0.002459,269,3.493506,0.132317,35,0.454545,0.017216,1.515494,4.699951,4
29529,5966,9942,270,8,6,60,3691.125,99.433333,66585,3,22195,4132.792875,0.75,1095,0.037082,71,0.262963,8.875,36,0.133333,4.5,13,0,1.625,22.096296,88,1,0.162963,0.403704,3,0.011111,2,0.007407,186,0.372745,0.688889,0.031177,12.930517,11.963748,43.426166,12.691585,1922.274657,7202.182026,188.858933,-0.75,1656.656021,1836,6.8,0.307744,1765,6.537037,0.295843,766,2.837037,0.128394,,0.083641,294,1.088889,0.049279,297,1.1,0.049782,24,0.088889,0.004023,582,2.155556,294,1.088889,0.049279,218,0.807407,0.03654,110,0.407407,0.018438,248,0.918519,0.918519,6,0.022222,0.001006,769,2.848148,0.128897,49,0.181481,0.008213,1.666443,4.949547,4
20074,3788,6750,154,10,7,50,2007.4,75.76,66585,3,22195,4128.392711,0.7,1095,0.054548,55,0.357143,5.5,70,0.454545,7,12,0,1.2,24.597403,71,4,0.220779,0.38961,0,0,0,0,97,0.433036,0.62987,0.025607,15.828717,14.156895,31.11626,15.029914,3032.014251,11365.151415,249.403568,-0.503247,2613.924768,1035,6.720779,0.273231,1387,9.006494,0.366156,443,2.876623,0.116948,,0.059134,152,0.987013,0.040127,72,0.467532,0.019007,8,0.051948,0.002112,295,1.915584,130,0.844156,0.034319,98,0.636364,0.025871,54,0.350649,0.014256,144,0.935065,0.935065,5,0.032468,0.00132,577,3.746753,0.152323,37,0.24026,0.009768,1.781943,5.299366,4
