"200","The","ame","nt ","ng ","s t","he ","e o","f t","men","t a","wit"," th","ge ","e i","ent","str","ion"," of","e b","din","enc","ed ","in "," an","d t","ber","s o","te ","the","mbe",". T","for","by ","en "," to","ce ","on "," 20","ric",", t"," ar","t w","des","ing"," be","ts ","com","tio","ati","r o","ere","d i","n t","era","all","ch ","of ","nd ","ate","d o","and","ist","rat","ive","t o"," pr","ded"," in","fro","y o","er ","se ","to ","one","par","an ","sta"," se","rom"," co","con","ver","es ",", a","e a","ll ","tic","d b","s, "," me","n i","e t","sti","al "," ma","her"," ha","e c","ons","cti"," fo"," wa","iti"," wh","rea","lis","t i","o t","ich"," de"," we","re ","s a","ic ","as ","ect"," Th","eve"," a ","e, ","e p"," wo","rou","inc","ith","out"," pa","ear","rit","tur","res"," is","ity","e s","ite","ly ","sed","rs ","le ","e w"," bo","y t"," st","ste","e. ","ter","ide","th ","or ","s. ","is ","s b","ry ","eat"," re","nce"," 19"," wi","clu","man","om ","was"," at","d a","ica","e f","r t"," di","ty ","ain","est","ove","ut ","art","int","n o","mer"," on","ill","s c","ers","tin","at ","tha","orm","his","ren","tor","t t"," by","nal","hat","s i","n a","der"," as","sin","me ","g t","st ","nti","ran","oun","ted","d s","pro","are","n, ","nte","s w","nat","y, ","ve "," Ma","ns "," al","tra","red","cal"," Co",".  ",". I","nde","e m","ine","ne ","d w"," In"," or","s f"," ba","per","ess","eri"," fr","ase"," hi","age","e e","lin","ial"," fi","has"," He","ali"," Ch","qualityClass"
0,4,3,2,11,6,19,4,1,2,3,4,32,3,7,6,1,4,10,1,2,0,17,6,9,6,0,3,4,25,0,4,5,4,9,7,3,2,1,0,3,8,4,0,13,7,1,0,2,2,0,3,3,3,2,4,1,5,10,6,1,15,4,1,2,2,3,0,12,2,1,4,3,18,3,1,4,4,2,2,8,2,3,14,4,6,4,0,1,4,3,2,2,0,5,0,2,7,4,1,0,1,2,4,3,0,2,0,2,0,2,0,4,7,0,8,0,5,0,11,4,2,1,2,1,1,0,0,3,2,1,3,11,2,6,1,4,1,2,4,2,2,0,1,1,1,1,0,1,6,6,10,4,1,2,6,3,0,0,0,2,1,0,2,1,0,4,2,4,1,15,1,5,1,0,0,4,0,0,3,1,0,1,2,4,4,4,0,2,4,4,3,2,2,3,2,2,0,2,1,1,1,1,2,7,2,3,0,1,1,3,2,1,1,3,0,2,2,1,5,1,1,3,5,3,8,7,0,1,1,3,0,2,6,2,2,1,7,2,1,2,0,5,3,1,0,0,4
0,10,1,12,16,12,82,17,19,13,11,8,91,6,4,24,0,43,28,3,2,3,27,12,29,14,3,3,5,81,0,6,23,4,9,28,19,32,4,0,5,6,5,4,25,6,12,9,49,25,2,7,7,11,7,3,8,24,26,3,3,32,29,3,4,5,18,4,27,4,3,45,7,23,7,4,6,11,2,5,22,5,5,18,6,11,7,1,4,14,3,4,14,4,17,6,6,10,6,15,24,14,5,5,25,2,4,7,7,3,12,2,6,12,0,13,11,8,3,14,0,14,1,3,0,2,3,1,2,3,2,7,11,2,7,4,6,5,7,5,13,1,3,7,2,0,15,7,7,22,3,7,4,6,0,25,8,1,11,3,3,6,5,1,5,5,11,14,1,3,9,13,2,2,0,12,8,1,7,5,2,3,2,10,10,8,30,2,10,10,5,8,11,7,8,7,5,1,1,3,3,2,4,7,12,0,21,9,4,7,4,3,1,6,3,6,4,0,3,3,6,4,3,3,7,4,7,5,12,10,8,6,7,8,2,5,7,0,8,3,1,3,5,1,1,3,3,4
12,17,7,43,63,28,185,19,21,29,23,19,208,8,20,55,9,128,92,17,11,16,97,74,94,48,10,26,19,187,6,17,29,23,28,80,22,55,34,15,20,16,14,4,65,32,17,4,78,52,14,29,17,38,9,16,14,77,100,37,13,82,20,19,16,9,26,13,102,4,4,53,24,62,5,12,45,21,29,13,48,20,36,33,35,38,11,10,15,20,7,19,30,7,62,5,24,32,23,25,25,35,39,19,23,11,7,15,20,3,23,13,18,43,10,54,23,27,10,48,8,12,6,10,7,20,18,16,12,11,8,41,11,14,15,19,26,19,10,11,21,8,10,14,17,6,49,32,21,27,17,25,11,17,4,51,20,18,20,5,11,14,30,13,35,21,6,18,6,19,12,20,20,13,14,20,16,2,17,11,7,17,15,42,27,6,17,5,5,24,21,37,22,21,35,10,22,7,10,14,31,7,14,16,57,6,13,2,11,24,15,16,11,17,6,12,45,10,8,16,13,4,11,13,4,7,9,6,29,8,4,7,9,11,13,12,3,24,9,15,7,12,16,7,11,9,7,4
0,0,0,4,3,1,11,1,3,3,2,0,9,0,2,0,2,2,7,2,0,0,6,4,3,1,3,0,1,12,0,0,1,1,1,5,0,5,0,0,0,0,1,0,3,2,0,0,7,4,1,1,1,2,1,4,1,3,4,1,2,2,0,1,0,2,0,0,4,0,0,2,2,4,1,0,0,4,0,1,0,4,1,0,1,2,0,1,1,0,0,2,1,0,4,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,5,3,6,1,1,2,5,0,0,0,1,0,0,0,2,0,0,0,2,1,0,1,0,0,3,1,1,2,0,1,0,1,1,2,1,2,3,0,2,0,0,0,0,0,6,2,0,1,0,2,3,4,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,2,2,0,1,0,1,1,2,2,0,3,1,1,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,0,5,2,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,1,0,1,0,1,0,3,0,0,4
0,1,1,10,11,5,28,5,8,9,2,3,38,3,1,4,4,18,21,1,2,2,23,16,12,6,3,5,4,23,0,3,4,1,2,7,5,12,0,0,1,1,1,0,24,0,1,4,12,7,1,2,2,8,2,3,7,14,15,10,3,18,2,0,5,4,5,2,16,2,1,7,1,7,3,7,2,5,3,1,7,9,4,4,6,6,2,5,3,5,2,1,7,2,21,1,6,7,1,4,5,5,5,6,2,3,1,1,1,0,6,3,5,5,2,6,0,2,2,8,4,2,7,1,3,3,1,0,2,3,2,6,1,1,4,2,5,3,1,2,4,1,2,5,0,4,4,3,0,10,3,6,0,1,3,10,1,4,4,0,0,3,9,4,6,4,5,4,3,3,1,2,2,1,1,2,3,0,2,2,0,4,2,5,4,0,4,2,1,1,1,3,5,2,2,8,4,3,1,1,3,1,3,1,7,0,1,0,1,1,2,6,2,6,0,3,0,6,4,0,7,3,3,3,3,2,0,0,4,3,0,0,0,7,4,3,1,10,5,3,1,4,2,0,4,0,1,4
3,36,14,18,44,28,216,25,41,21,11,23,229,4,15,43,19,44,94,42,17,19,107,59,113,47,8,41,14,193,2,26,50,24,30,46,17,54,5,40,19,25,5,5,71,29,21,13,24,23,3,25,18,39,5,22,27,86,125,25,16,125,16,11,11,18,15,6,100,10,6,45,20,37,6,8,53,9,14,16,40,19,15,132,25,30,13,11,47,53,6,10,25,14,46,18,25,26,15,15,3,33,26,18,23,14,7,4,13,11,14,23,63,66,47,58,12,33,23,49,17,11,6,6,15,28,12,9,19,12,19,19,18,5,27,12,35,17,16,30,10,13,19,41,8,13,39,8,38,46,36,47,15,19,11,35,34,30,23,6,8,18,28,5,20,59,21,14,7,7,9,14,9,6,20,11,8,35,14,16,11,31,16,22,20,29,19,7,2,15,19,9,12,20,21,7,33,12,18,17,23,6,6,17,29,14,12,12,13,12,20,9,8,13,12,11,16,15,9,28,5,3,7,4,16,12,9,7,9,28,14,20,20,20,23,23,10,9,1,12,10,8,16,6,2,3,13,4
0,8,2,3,31,11,59,6,11,6,2,5,58,2,9,6,2,9,30,10,1,2,18,17,19,9,0,6,4,67,0,5,7,3,17,19,5,21,4,4,3,3,1,2,27,5,6,2,5,2,1,3,2,8,1,3,4,23,25,7,1,20,4,4,9,2,6,2,22,4,1,14,5,22,2,2,6,2,6,5,9,4,3,17,9,9,6,0,10,4,5,0,14,3,4,2,10,7,3,5,3,9,9,3,7,4,2,2,5,2,13,1,11,8,0,14,2,14,2,8,2,2,3,2,2,3,4,5,4,4,2,1,10,2,8,1,1,5,6,10,10,9,4,2,7,6,12,2,12,9,8,16,1,5,2,11,6,0,7,1,1,2,0,4,9,1,5,6,3,2,3,4,4,3,0,1,5,0,3,4,1,11,8,15,7,0,8,1,4,7,9,3,7,2,4,4,4,3,6,5,5,4,1,3,2,5,2,1,5,3,4,1,4,4,4,1,3,3,1,2,2,1,1,3,2,1,7,2,0,3,5,2,1,2,4,4,0,12,2,4,3,1,7,2,2,2,1,4
1,17,4,12,40,39,103,11,8,9,9,15,101,9,20,22,3,22,35,4,6,6,32,50,67,20,1,9,6,113,2,11,12,14,20,52,16,14,0,0,13,12,9,4,50,29,8,14,13,11,5,10,4,17,11,10,10,40,68,10,6,73,9,1,9,5,10,1,55,6,3,50,8,56,6,15,17,18,9,5,25,10,13,41,27,22,7,11,11,9,7,5,19,1,10,15,38,14,3,7,0,20,11,9,14,10,8,10,10,11,15,4,16,32,3,26,10,22,6,44,11,6,3,3,20,17,9,5,9,4,11,14,40,0,12,3,26,5,11,9,10,6,8,10,2,9,16,1,28,23,9,48,11,6,3,20,31,2,27,2,10,7,0,10,10,7,9,10,8,9,9,10,12,16,9,9,1,3,18,5,3,16,8,31,17,4,19,4,6,26,14,0,24,13,15,6,14,3,13,7,15,3,7,11,12,6,8,13,10,13,6,3,12,12,0,14,6,8,5,8,0,1,4,5,5,6,5,3,2,2,13,1,5,14,8,8,0,47,6,6,5,4,2,19,4,0,3,4
0,2,0,0,2,0,8,0,1,0,0,1,3,1,1,0,0,3,2,1,2,0,4,0,4,1,1,0,1,5,0,2,0,1,1,1,1,2,0,0,0,0,1,1,5,0,2,3,7,3,0,0,1,1,0,0,1,2,3,0,0,4,0,0,0,1,1,0,3,1,0,1,0,1,0,0,2,0,0,0,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,3,0,1,1,0,1,0,0,4,1,1,0,0,0,1,0,5,0,1,0,1,0,5,4,1,0,0,2,2,0,2,1,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,5,0,0,3,0,0,3,0,0,0,3,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,2,1,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,4
0,11,6,36,39,15,152,18,21,15,9,15,184,4,11,44,5,60,81,5,7,12,89,54,61,43,6,12,16,152,0,18,20,15,14,39,15,26,1,3,12,6,4,1,52,17,19,3,53,40,2,18,18,22,5,11,13,70,65,14,5,59,28,6,10,14,14,6,56,12,6,35,8,45,4,6,29,14,8,18,43,13,12,22,13,20,7,13,7,11,5,10,18,20,28,9,12,14,14,10,3,28,26,17,22,12,35,12,15,12,14,12,15,22,6,34,11,20,14,23,6,14,9,6,3,12,9,9,5,20,11,19,3,9,11,7,15,5,12,20,6,3,5,10,8,5,23,13,15,15,11,12,7,8,11,31,15,11,12,4,10,6,12,3,26,12,5,13,13,15,11,20,11,8,8,9,13,1,11,3,1,18,12,25,9,6,9,6,4,17,6,34,10,19,23,17,24,5,8,21,22,10,7,9,21,3,13,5,8,14,10,25,7,7,3,7,21,4,9,11,3,2,11,18,11,11,8,5,6,5,9,4,3,5,4,7,5,5,6,11,7,8,3,1,1,17,2,4
2,24,8,36,72,53,164,29,34,21,25,24,283,11,30,85,11,146,118,19,11,25,120,70,89,52,7,41,10,207,5,38,55,21,34,86,23,85,1,6,25,22,9,9,78,48,38,17,127,51,7,36,26,46,10,30,25,119,87,42,9,95,15,7,53,18,40,4,107,15,16,42,41,64,12,25,42,13,22,24,46,23,20,91,33,57,14,15,23,29,13,18,46,16,69,33,52,30,29,36,16,57,17,23,46,17,5,19,14,6,23,28,77,64,10,43,12,30,30,37,16,33,11,10,15,29,20,31,34,5,18,31,30,29,27,9,56,19,31,19,13,10,24,27,17,14,35,24,32,45,28,56,17,8,9,81,28,6,17,9,23,21,8,12,29,40,32,34,24,21,6,27,16,17,10,11,18,9,23,8,17,33,20,51,46,15,20,75,7,27,19,21,43,24,41,21,27,6,20,18,27,19,7,23,51,8,14,52,15,16,29,18,19,50,3,20,17,16,9,22,3,5,21,11,14,8,5,6,5,28,16,11,23,22,16,20,12,5,16,16,16,25,6,6,1,5,4,4
0,1,1,0,2,5,20,1,2,1,0,3,11,1,0,5,0,0,7,1,0,2,4,3,1,2,0,4,7,12,0,1,5,3,0,3,0,1,0,1,0,1,0,0,2,2,1,1,2,2,0,3,2,5,0,2,4,6,5,3,1,2,1,1,1,1,0,1,1,0,1,1,2,7,0,0,1,1,3,1,2,2,2,9,0,1,0,0,0,2,1,2,2,0,1,4,2,1,1,2,0,2,0,0,1,2,0,0,0,0,1,0,2,3,3,2,1,3,2,4,1,3,1,0,2,0,0,1,0,0,0,0,6,0,6,0,2,1,0,1,2,1,2,3,0,0,1,1,1,1,1,2,1,3,2,0,3,0,0,0,1,0,2,0,1,1,2,0,1,0,0,0,2,1,1,1,0,0,2,0,2,0,1,1,1,1,2,0,5,0,2,0,2,0,1,1,2,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,1,0,1,0,0,0,0,4
3,21,10,24,41,22,184,25,27,14,7,10,169,8,9,36,36,46,82,7,9,10,102,41,55,32,21,21,7,185,15,22,28,13,18,71,9,62,19,13,15,5,9,5,53,29,14,15,36,24,9,26,14,32,5,6,4,90,73,16,11,58,20,10,17,11,24,10,63,17,31,74,9,62,6,7,25,10,10,18,33,22,18,23,23,15,3,8,17,5,5,6,26,3,24,16,19,14,15,19,14,33,46,19,14,7,3,7,10,5,23,13,31,21,13,52,9,26,8,30,11,11,8,12,3,13,18,6,5,27,9,12,4,28,35,14,17,5,4,13,17,7,13,15,7,10,20,46,27,30,11,8,3,8,10,36,10,8,7,4,9,23,26,14,27,9,11,20,5,39,8,10,12,5,10,4,11,8,24,7,9,15,12,19,16,7,12,10,14,16,10,6,13,4,10,18,17,3,18,18,11,13,17,7,28,8,7,5,6,5,16,3,2,20,17,12,8,31,11,5,11,8,12,11,8,11,9,7,8,6,11,4,19,13,11,26,4,8,17,6,6,1,9,3,3,23,3,4
0,10,2,6,14,11,49,6,1,1,4,4,45,0,5,8,0,4,14,9,0,2,15,20,12,3,1,8,1,39,1,9,8,3,31,11,6,3,1,0,5,6,1,1,19,30,2,3,4,2,1,3,5,11,3,8,4,12,16,4,2,12,1,0,10,1,7,0,14,5,4,20,7,10,7,0,6,3,5,4,10,5,3,18,3,10,11,0,5,2,1,3,13,1,8,15,19,6,8,3,3,8,3,1,2,5,0,2,6,1,6,1,8,14,1,7,1,4,8,24,6,4,6,2,0,6,3,1,5,0,3,1,8,1,8,0,16,3,6,6,8,1,4,9,0,8,4,0,6,8,11,14,2,2,3,9,2,0,16,0,1,10,0,2,5,2,7,12,5,0,5,0,1,7,2,3,5,1,4,7,2,12,8,3,6,2,0,1,1,2,3,0,7,7,13,1,6,2,6,3,5,0,2,3,10,4,2,12,1,3,3,1,4,5,0,14,3,0,0,1,0,6,5,0,2,0,3,5,0,6,0,1,6,2,1,12,4,4,0,0,4,2,3,2,0,0,0,4
0,44,7,28,91,85,316,55,46,24,23,28,366,19,37,50,10,65,125,28,15,26,119,97,141,63,18,54,15,308,13,42,50,23,33,74,21,63,2,25,31,17,9,11,108,46,25,14,59,31,4,28,18,69,13,28,27,119,121,27,16,118,13,17,28,28,46,9,114,14,13,85,33,80,24,10,49,15,51,21,45,36,23,64,57,42,29,14,19,40,20,12,54,15,39,35,42,39,49,27,9,46,35,34,93,16,20,21,22,30,29,17,50,55,18,72,18,47,23,77,22,27,24,8,10,41,15,16,23,18,15,24,53,6,52,17,41,11,39,51,59,30,18,39,8,12,71,11,43,52,17,73,16,29,8,59,28,5,45,6,11,17,29,14,31,27,27,20,28,4,18,17,16,28,10,26,23,17,50,47,11,44,17,52,51,1,35,11,17,25,21,11,56,30,38,16,43,13,12,23,32,11,7,13,19,14,19,27,21,21,26,10,12,19,12,23,24,16,18,18,2,4,11,13,29,12,17,15,9,14,20,5,28,26,25,22,11,49,21,25,15,14,34,8,9,11,5,4
9,3,4,9,13,1,43,2,3,2,3,6,23,6,1,7,2,5,11,1,1,1,31,10,14,7,1,0,4,19,3,6,10,6,3,14,4,15,10,0,1,2,0,1,17,2,2,3,2,4,1,6,5,5,5,2,1,7,23,10,8,24,9,3,3,3,4,1,14,4,0,20,1,8,3,0,8,3,4,4,3,4,1,8,2,5,12,1,7,2,2,2,4,3,7,1,14,5,2,2,0,5,9,1,4,5,1,2,4,2,1,4,6,6,2,11,1,9,4,8,3,3,2,1,0,7,0,3,5,2,2,2,1,0,2,6,3,3,1,6,6,1,3,2,2,3,2,4,9,2,4,2,0,3,5,7,5,1,8,0,2,1,9,6,7,3,2,5,1,1,2,3,4,3,6,2,2,5,7,7,1,3,3,3,4,1,2,2,1,8,8,2,6,2,3,3,5,2,3,1,11,2,1,2,5,3,1,3,1,0,1,0,0,1,9,1,3,2,4,2,0,4,7,1,1,1,1,4,7,0,3,7,4,10,3,3,6,1,1,1,6,2,3,0,5,3,4,4
0,6,2,4,16,10,47,5,3,1,3,5,57,2,17,9,1,4,17,2,2,1,16,19,25,4,0,7,1,44,0,2,4,10,12,38,4,8,0,1,2,2,2,1,17,12,6,9,6,4,0,5,7,15,1,10,2,20,20,3,1,25,3,2,6,5,6,0,27,4,3,8,3,23,4,0,8,2,8,1,6,4,5,20,7,6,6,1,5,1,2,1,4,0,4,3,4,2,3,2,2,6,2,1,9,2,3,1,7,0,5,1,8,17,0,11,3,4,6,11,11,9,4,2,3,6,2,3,4,2,2,5,17,1,8,1,11,2,1,10,5,4,8,12,3,3,9,0,5,2,8,34,2,1,2,6,5,0,6,1,6,6,1,9,2,1,2,4,1,3,5,1,2,7,1,3,3,0,3,4,1,3,3,7,9,2,18,1,7,7,5,1,4,8,2,2,4,1,6,1,4,5,5,1,5,2,2,2,5,1,1,1,2,5,10,4,3,3,3,10,1,1,1,0,3,2,1,2,12,0,7,3,7,5,3,7,0,25,4,3,1,1,9,1,10,1,0,4
0,1,3,1,5,3,28,1,4,0,1,4,19,1,2,5,1,4,4,1,0,1,4,5,8,5,0,2,1,28,0,3,1,1,5,2,2,7,1,0,0,1,1,0,3,3,1,1,3,1,1,2,1,5,0,0,2,12,7,1,1,9,1,0,1,4,2,0,4,0,0,6,2,8,1,3,3,2,4,2,0,2,2,4,2,1,1,0,2,2,1,0,2,0,1,4,3,0,3,0,3,2,0,1,5,5,0,2,1,0,1,0,2,5,1,7,2,2,1,4,2,2,0,1,0,3,1,3,2,0,0,3,2,0,4,1,0,0,2,3,2,1,1,0,0,0,4,1,4,2,1,4,0,0,2,2,0,2,5,0,0,2,0,1,1,0,1,1,2,0,1,2,1,0,2,3,3,0,1,1,0,1,1,2,2,1,0,0,1,3,0,0,1,2,2,3,1,0,3,3,3,0,0,1,1,2,0,5,1,1,1,0,0,0,2,2,1,2,1,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,1,4
1,17,7,20,27,12,103,16,20,14,13,17,100,5,11,35,4,37,40,6,7,8,73,46,65,29,5,15,4,105,5,13,10,8,8,34,7,27,2,5,7,27,9,6,26,8,17,6,24,12,7,10,12,17,3,13,17,57,54,12,10,55,29,15,9,7,12,6,69,6,9,26,8,29,5,5,22,8,12,3,15,6,11,19,27,25,4,9,9,18,11,8,14,6,24,14,19,10,6,14,13,6,27,26,14,12,6,14,6,20,14,3,11,20,4,31,9,10,9,27,5,4,14,11,4,7,3,11,10,8,11,10,11,4,13,11,16,4,8,8,14,3,6,6,4,8,29,5,16,17,15,19,6,7,3,17,10,12,15,8,8,10,22,4,20,19,3,6,5,9,7,6,8,5,23,8,5,3,16,2,8,16,4,16,19,3,12,3,2,16,8,7,14,13,19,5,11,0,13,6,28,10,5,8,11,4,7,9,11,7,9,6,4,8,6,8,4,8,8,15,1,6,5,5,5,9,7,4,12,5,6,4,8,9,9,10,3,8,8,4,4,2,6,1,1,7,1,4
2,31,6,25,35,29,160,24,25,10,7,15,171,8,17,34,8,38,75,9,11,4,72,58,71,27,4,16,7,150,4,30,22,18,19,28,17,25,6,12,14,21,8,16,41,22,27,7,40,23,4,35,26,26,6,21,21,76,64,35,7,82,20,2,13,14,18,5,89,12,8,35,11,33,4,8,41,19,21,10,33,15,17,31,20,24,19,3,18,20,6,14,23,10,47,11,27,22,39,17,8,24,24,7,23,12,2,9,12,15,9,14,42,33,18,60,11,34,8,37,9,16,2,11,8,12,12,8,11,5,17,13,31,42,11,12,23,3,8,13,9,4,11,20,10,13,31,12,26,18,19,34,10,12,9,33,10,12,18,4,18,16,22,9,10,15,19,8,10,21,13,17,11,13,11,12,9,8,10,1,9,12,10,11,6,4,8,18,9,18,13,18,10,21,9,12,23,1,16,4,22,10,11,20,18,9,6,26,4,11,15,5,7,16,5,6,27,20,6,10,4,7,13,11,14,8,8,5,11,5,5,4,13,8,12,13,6,11,3,9,2,5,2,11,1,12,1,4
1,11,6,15,35,18,141,24,30,8,13,12,152,11,11,25,9,63,52,7,8,3,90,30,54,35,5,15,13,139,2,16,29,8,14,48,12,52,5,7,18,11,7,10,38,13,13,15,53,19,11,21,11,31,12,18,11,50,49,32,12,55,5,7,6,11,12,1,52,5,14,35,6,46,12,37,16,17,11,6,27,5,11,25,31,20,17,4,10,13,5,7,29,5,19,12,13,16,9,13,19,25,30,3,17,15,1,5,10,6,19,22,15,25,2,47,8,24,14,17,13,22,11,4,4,9,5,35,15,3,6,14,1,5,26,4,27,12,17,16,15,6,5,13,5,7,29,49,16,24,17,11,4,5,17,33,12,19,19,2,14,10,25,22,22,6,12,20,9,8,17,14,9,11,4,8,7,8,15,11,6,20,13,36,16,6,5,5,16,22,11,7,25,9,12,20,17,7,14,16,18,3,8,17,18,9,9,13,8,7,19,1,6,9,1,14,10,13,9,5,5,7,14,5,6,13,19,5,11,2,6,9,10,4,5,11,7,2,3,8,7,3,10,4,1,1,2,4
0,15,2,13,22,18,78,13,6,6,5,6,93,2,7,19,3,30,41,7,4,2,40,30,24,11,6,14,5,74,3,5,12,5,8,30,6,28,1,4,5,4,4,2,34,11,13,3,17,16,6,16,8,15,4,8,11,55,37,5,3,35,5,9,6,4,6,0,35,5,2,22,12,20,2,3,17,2,8,5,12,9,4,23,17,7,8,2,6,18,3,2,11,2,8,15,13,4,13,5,8,11,9,9,14,6,4,3,6,6,7,7,14,21,3,14,11,8,10,19,9,9,5,1,5,6,3,4,8,6,3,4,3,1,20,9,14,4,12,16,8,11,5,13,1,7,20,4,9,19,2,21,4,11,1,26,5,3,8,3,2,9,8,5,6,9,3,3,1,3,3,5,5,8,6,4,3,4,9,15,7,10,4,13,11,0,15,9,17,9,10,1,10,7,8,8,14,3,5,7,14,6,1,3,9,1,4,14,4,7,6,1,6,7,8,2,2,3,6,5,1,1,3,4,6,11,6,1,5,2,6,4,8,7,4,9,2,12,7,2,2,7,12,3,4,6,5,4
0,27,4,11,53,34,170,26,35,11,11,21,163,8,26,29,10,27,71,14,6,14,59,61,82,22,2,24,14,142,3,12,14,6,20,51,18,22,2,9,6,15,5,6,46,28,18,13,37,19,2,15,13,33,13,26,16,83,90,15,7,76,21,11,15,12,24,6,72,6,14,53,12,66,7,9,44,14,13,10,29,12,14,40,18,26,10,15,7,21,6,9,18,5,34,24,28,20,17,21,9,22,17,5,19,19,16,11,7,11,22,8,27,33,5,45,8,19,18,34,11,6,14,5,15,35,9,14,5,17,11,17,35,9,22,18,27,12,12,27,21,7,12,15,12,13,41,9,22,20,16,64,8,19,12,43,17,0,23,2,10,8,12,10,14,10,18,6,9,10,11,12,29,11,11,14,10,2,16,8,5,25,8,36,16,4,52,15,16,23,11,4,16,21,17,6,15,11,13,8,28,6,16,16,16,8,6,20,10,7,15,8,12,16,2,14,10,17,4,10,4,3,8,5,9,3,13,6,9,3,10,8,13,18,12,11,0,40,4,6,1,11,14,9,7,11,0,4
0,23,15,14,49,45,200,47,46,13,16,18,221,7,20,72,8,42,130,7,5,21,67,59,79,60,3,36,7,217,2,16,24,11,20,56,24,39,0,3,19,19,7,11,52,47,29,10,41,24,9,22,35,45,12,20,19,105,83,14,8,79,51,7,17,16,15,3,88,9,4,45,19,47,11,5,32,10,8,14,40,47,13,40,30,44,18,11,10,27,7,11,40,29,39,13,49,15,11,48,15,23,17,10,28,16,6,20,11,17,32,5,36,53,13,48,10,24,16,42,21,23,16,4,10,16,7,12,12,5,22,29,53,18,15,8,45,6,7,26,18,8,13,8,20,9,30,8,25,51,20,57,15,13,10,48,39,0,19,8,25,10,7,15,37,13,12,7,9,9,13,17,7,22,7,13,12,3,18,3,10,28,22,27,38,6,11,9,4,25,15,11,45,17,19,16,29,9,13,8,26,11,11,9,19,5,20,9,11,10,7,9,13,20,7,30,19,15,7,20,7,5,20,13,10,14,13,8,14,19,10,1,13,10,7,11,3,12,24,25,1,7,9,6,6,7,14,4
0,7,1,2,12,7,45,6,9,2,4,0,62,1,5,5,4,5,19,3,2,1,37,7,25,13,0,5,2,57,0,10,5,3,1,16,2,3,0,0,5,4,1,2,17,5,1,3,2,1,0,8,5,5,2,12,4,14,18,6,3,23,1,4,2,2,2,2,11,4,3,8,2,11,2,1,8,4,2,3,5,7,9,8,2,2,6,0,3,2,1,1,8,2,2,5,3,2,4,3,1,3,11,1,8,3,1,0,3,3,7,6,8,9,0,5,1,10,2,9,1,6,6,5,2,2,3,5,2,1,1,3,1,0,4,0,6,8,6,6,5,2,2,3,2,4,7,3,7,8,3,7,4,2,3,4,4,0,5,2,3,5,6,3,13,2,3,4,3,2,3,1,1,2,1,3,2,0,3,3,2,2,8,5,2,0,10,0,1,8,4,2,5,1,3,5,5,0,5,3,6,8,1,2,6,3,1,0,2,0,3,0,3,0,0,1,1,1,5,0,0,1,0,3,4,8,5,5,2,2,4,3,9,0,2,5,0,9,0,3,2,2,2,0,0,2,0,4
6,17,0,29,47,17,107,14,24,38,9,14,109,6,11,47,18,108,60,5,11,6,47,40,62,20,3,16,5,83,0,22,16,11,6,30,7,67,9,12,8,16,1,5,44,9,16,5,73,63,3,8,14,30,8,13,7,66,88,50,5,65,10,15,19,14,29,1,69,2,4,52,13,32,5,10,20,19,4,9,32,15,20,35,18,21,5,4,3,19,1,19,15,9,57,14,5,11,18,18,12,13,31,10,7,14,3,11,6,4,28,5,30,40,8,12,28,19,12,13,6,11,2,3,13,7,6,4,6,2,21,22,16,14,8,1,20,2,12,10,6,3,10,7,17,3,38,5,16,25,19,15,5,6,4,36,14,12,14,4,9,3,1,9,16,11,8,9,5,19,22,14,27,6,8,11,11,2,16,6,4,13,12,11,3,8,2,3,10,7,5,11,2,14,13,9,4,12,4,6,10,4,1,6,15,2,22,11,7,10,3,3,2,7,3,4,10,9,4,10,3,5,4,10,4,2,1,4,10,5,9,3,11,8,9,2,10,1,14,3,2,10,9,7,0,7,2,4
